Title,Abstract,StoreId,AccessionNumber,AlternateTitle,ArticleType,AuthorAffiliation,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,elecPubDate,entryDate,issn,issue,language,languageOfSummary,originalTitle,pages,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,classification,classificationCodes,documentFeatures,majorClassificationCodes,notes,startPage,subjectClassifications,subjectHeadings,subjectTerms,subjects,substances,URL,FindACopy,Database
Generic HRTFs May be Good Enough in Virtual Reality. Improving Source Localization through Cross-Modal Plasticity,"Auditory spatial localization in humans is performed using a combination of interaural time differences, interaural level differences, as well as spectral cues provided by the geometry of the ear. To render spatialized sounds within a virtual reality (VR) headset, either individualized or generic Head Related Transfer Functions (HRTFs) are usually employed. The former require arduous calibrations, but enable accurate auditory source localization, which may lead to a heightened sense of presence within VR. The latter obviate the need for individualized calibrations, but result in less accurate auditory source localization. Previous research on auditory source localization in the real world suggests that our representation of acoustic space is highly plastic. In light of these findings, we investigated whether auditory source localization could be improved for users of generic HRTFs via cross-modal learning. The results show that pairing a dynamic auditory stimulus, with a spatio-temporally aligned visual counterpart, enabled users of generic HRTFs to improve subsequent auditory source localization. Exposure to the auditory stimulus alone or to asynchronous audiovisual stimuli did not improve auditory source localization. These findings have important implications for human perception as well as the development of VR systems as they indicate that generic HRTFs might be enough to enable good auditory source localization in VR.",2306211494,,,Scholarly Journals,,"Berger, Christopher C;Gonzalez-Franco, Mar;Tajadura-Jiménez, Ana;Florencio, Dinei;Zhang, Zhengyou",,," © 2018. This work is licensed under http://creativecommons.org/licenses/by/4.0/  (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.", 10.3389/fnins.2018.00021, Journal Article, 2018-01-11," Feb 2, 2018",1662-4548,, English, English,,, Lausanne,02-Feb-18,Frontiers in Neuroscience,2018,,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/generic-hrtfs-may-be-good-enough-virtual-reality/docview/2306211494/se-2?accountid=14664,,,,," 2017-08-22 (Received) , 2018-01-11 (Accepted) , 2018-02-02 (Published)", n/a,,," Timing , Perceptions , Sensorimotor integration , Trends , Adaptation , Hearing , Computer applications , Spatial discrimination , Localization , Acoustics , Research & development--R&D , Sensory integration , Virtual reality , Cross-modal , Sound , Auditory plasticity , United States--US"," virtual reality , HRTF (head related transfer function) , Spatial audio , Auditory Perception , auditory training , Cross-modal perception , Cross-modal Plasticity",,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Generic+HRTFs+May+be+Good+Enough+in+Virtual+Reality.+Improving+Source+Localization+through+Cross-Modal+Plasticity&amp;author=Berger%2C+Christopher+C%3BGonzalez-Franco%2C+Mar%3BTajadura-Jim%C3%A9nez%2C+Ana%3BFlorencio%2C+Dinei%3BZhang%2C+Zhengyou&amp;volume=&amp;issue=&amp;spage=&amp;date=2018-02-02&amp;rft.btitle=&amp;rft.jtitle=Frontiers+in+Neuroscience&amp;issn=1662-4548&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Text Entry in Immersive Head-Mounted Display-based Virtual Reality using Standard Keyboards,"We study the performance and user experience of two popular mainstream text entry devices, desktop keyboards and touchscreen keyboards, for use in Virtual Reality (VR) applications. We discuss the limitations arising from limited visual feedback, and examine the efficiency of different strategies of use. We analyze a total of 24 hours of typing data in VR from 24 participants and find that novice users are able to retain about 60% of their typing speed on a desktop keyboard and about 40-45\% of their typing speed on a touchscreen keyboard. We also find no significant learning effects, indicating that users can transfer their typing skills fast into VR. Besides investigating baseline performances, we study the position in which keyboards and hands are rendered in space. We find that this does not adversely affect performance for desktop keyboard typing and results in a performance trade-off for touchscreen keyboard typing.",2071304978,,,Working Papers,,"Grubert, Jens;Witzani, Lukas;Ofek, Eyal;Pahud, Michel;Kranz, Matthias;Kristensson, Per Ola",,," © 2018. This work is published under http://arxiv.org/licenses/nonexclusive-distrib/1.0/ (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",, Working Paper, 2018-02-05," Feb 2, 2018",,, English, English,,, Ithaca,02-Feb-18,arXiv.org,2018,,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/working-papers/text-entry-immersive-head-mounted-display-based/docview/2071304978/se-2?accountid=14664,,,,," arXiv.org , 2018-02-02 (Submission v1)", n/a,,," Virtual reality , Keyboards , Software reviews , Interactive computer systems , Keyboards , Virtual reality , Touch screens , Helmet mounted displays",,, http://arxiv.org/abs/1802.00626,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=preprint&amp;atitle=Text+Entry+in+Immersive+Head-Mounted+Display-based+Virtual+Reality+using+Standard+Keyboards&amp;author=Grubert%2C+Jens%3BWitzani%2C+Lukas%3BOfek%2C+Eyal%3BPahud%2C+Michel%3BKranz%2C+Matthias%3BKristensson%2C+Per+Ola&amp;volume=&amp;issue=&amp;spage=&amp;date=2018-02-02&amp;rft.btitle=&amp;rft.jtitle=arXiv.org&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Towards a Model of User Experience in Immersive Virtual Environments,"There are increasing new advances in virtual reality technologies as well as a rise in learning virtual environments for which several studies highlighted the pedagogical value, knowledge transfer, and learners’ engaged-behaviors. Moreover, the notion of user experience is now abundant in the scientific literature without the fact that there are specific models for immersive environments. This paper aims at proposing and validating a model of User eXperience in Immersive Virtual Environment, including virtual learning environments. The model is composed of 10 components extracted from existing models (i.e., presence, engagement, immersion, flow, usability, skill, emotion, experience consequence, judgement, and technology adoption). It was validated in a user study involving 152 participants who were asked to use the edutainment application Think and Shoot and to complete an immersive virtual environment questionnaire. The findings lead us to a modified user experience model questioning new paths between user experience components (e.g., the influence of experience consequence on flow).",2111080137,,,Scholarly Journals," Arts et Métiers ParisTech, LAMPA EA 1427, 2 bd du Ronceray, 49000 Angers, France , Arts et Métiers ParisTech, LAMPA EA 1427, 2 bd du Ronceray, 49000 Angers, France , Université de Picardie Jules Verne, CRP-CPO EA 7273, chemin du Thil, 80025 Amiens, France , Université Bretagne Loire, LIUM EA 4023, avenue Olivier Messiaen, 72085 Le Mans, France , Arts et Métiers ParisTech, LAMPA EA 1427, 2 bd du Ronceray, 49000 Angers, France","Tcha-Tokey, Katy;Christmann, Olivier;Loup-Escande, Emilie;Loup, Guillaume;Richir, Simon",,," Copyright © 2018 Katy Tcha-Tokey et al. This is an open access article distributed under the Creative Commons Attribution License (the “License”), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. https://creativecommons.org/licenses/by/4.0/", 10.1155/2018/7827286, Journal Article,,2018,1687-5893,, English, English,,, New York,2018,Advances in Human - Computer Interaction,2018,2018,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/towards-model-user-experience-immersive-virtual/docview/2111080137/se-2?accountid=14664,,,,," 2018-06-07 (Received) , 2018-08-18 (Accepted) , 2018-09-12 (Pub)",,,," Environment models , Usability , Computer & video games , User experience , Perceptions , Technology adoption , Virtual reality , Technology utilization , Online instruction , Knowledge management , Computer applications , Distance learning , Education , Social research , Virtual environments , Skills , Computer assisted instruction--CAI",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Towards+a+Model+of+User+Experience+in+Immersive+Virtual+Environments&amp;author=Tcha-Tokey%2C+Katy%3BChristmann%2C+Olivier%3BLoup-Escande%2C+Emilie%3BLoup%2C+Guillaume%3BRichir%2C+Simon&amp;volume=2018&amp;issue=&amp;spage=&amp;date=2018-01-01&amp;rft.btitle=&amp;rft.jtitle=Advances+in+Human+-+Computer+Interaction&amp;issn=1687-5893&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Validation of wearable visual feedback for retraining foot progression angle using inertial sensors and an augmented reality headset,"Background Gait retraining interventions using real-time biofeedback have been proposed to alter the loading across the knee joint in patients with knee osteoarthritis. Despite the demonstrated benefits of these conservative treatments, their clinical adoption is currently obstructed by the high complexity, spatial demands, and cost of optical motion capture systems. In this study we propose and evaluate a wearable visual feedback system for gait retraining of the foot progression angle (FPA). Methods The primary components of the system are inertial measurement units, which track the human movement without spatial limitations, and an augmented reality headset used to project the visual feedback in the visual field. The adapted gait protocol contained five different target angles ranging from 15 degrees toe-out to 5 degrees toe-in. Eleven healthy participants walked on an instrumented treadmill, and the protocol was performed using both an established laboratory visual feedback driven by optical motion capture, and the proposed wearable system. Results and conclusions The wearable system tracked FPA with an accuracy of 2.4 degrees RMS and ICC=0.94 across all target angles and subjects, when compared to an optical motion capture reference. In addition, the effectiveness of the biofeedback, reflected by the number of steps with FPA value ±2 degrees from the target, was found to be around 50% in both wearable and laboratory approaches. These findings demonstrate that retraining of the FPA using wearable inertial sensing and visual feedback is feasible with effectiveness matching closely an established laboratory method. The proposed wearable setup may reduce the complexity of gait retraining applications and facilitate their transfer to routine clinical practice.",2089733221,,,Scholarly Journals,,"Karatsidis, Angelos;Richards, Rosie E;Konrath, Jason M;Josien C van den Noort;H Martin Schepers;Bellusci, Giovanni;Harlaar, Jaap;Veltink, Peter H",,," Copyright ©  2018. This work is licensed under http://creativecommons.org/licenses/by/4.0/  (the “License”).  Notwithstanding the ProQuest Terms and conditions, you may use this content in accordance with the terms of the License.", 10.1186/s12984-018-0419-2, Journal Article, 2018-08-15,2018,,, English, English,,, London,2018,Journal of Neuroengineering and Rehabilitation,2018,15,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/validation-wearable-visual-feedback-retraining/docview/2089733221/se-2?accountid=14664,,,,,, n/a,,," Laboratories , Augmented reality , Visual perception , Retraining , Older people , Inertial sensing devices , Sensors , Knee , Osteoarthritis , Treadmills , Gait , Biofeedback , Visual fields , Wearable technology , Feet , Feedback , Visual field , Knee , Gait , Motion perception , Biomedical materials , Osteoarthritis , Human motion , Biocompatibility , Complexity , Knee , Inertial platforms",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Validation+of+wearable+visual+feedback+for+retraining+foot+progression+angle+using+inertial+sensors+and+an+augmented+reality+headset&amp;author=Karatsidis%2C+Angelos%3BRichards%2C+Rosie+E%3BKonrath%2C+Jason+M%3BJosien+C+van+den+Noort%3BH+Martin+Schepers%3BBellusci%2C+Giovanni%3BHarlaar%2C+Jaap%3BVeltink%2C+Peter+H&amp;volume=15&amp;issue=&amp;spage=&amp;date=2018-01-01&amp;rft.btitle=&amp;rft.jtitle=Journal+of+Neuroengineering+and+Rehabilitation&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
"Can Driving-Simulator Training Enhance Visual Attention, Cognition, and Physical Functioning in Older Adults?","Virtual reality offers a good possibility for the implementation of real-life tasks in a laboratory-based training or testing scenario. Thus, a computerized training in a driving simulator offers an ecological valid training approach. Visual attention had an influence on driving performance, so we used the reverse approach to test the influence of a driving training on visual attention and executive functions. Thirty-seven healthy older participants (mean age: 71.46 ± 4.09; gender: 17 men and 20 women) took part in our controlled experimental study. We examined transfer effects from a four-week driving training (three times per week) on visual attention, executive function, and motor skill. Effects were analyzed using an analysis of variance with repeated measurements. Therefore, main factors were group and time to show training-related benefits of our intervention. Results revealed improvements for the intervention group in divided visual attention; however, there were benefits neither in the other cognitive domains nor in the additional motor task. Thus, there are no broad training-induced transfer effects from such an ecologically valid training regime. This lack of findings could be addressed to insufficient training intensities or a participant-induced bias following the cancelled randomization process.",2002922416,,,Scholarly Journals," Institute of Physiology and Anatomy, German Sport University Cologne, Am Sportpark Müngersdorf 6, 50933 Cologne, Germany , Institute of Physiology and Anatomy, German Sport University Cologne, Am Sportpark Müngersdorf 6, 50933 Cologne, Germany , Institute of Training and Computer Science in Sport, German Sport University Cologne, Am Sportpark Müngersdorf 6, 50933 Cologne, Germany , Institute of Training and Computer Science in Sport, German Sport University Cologne, Am Sportpark Müngersdorf 6, 50933 Cologne, Germany","Haeger, Mathias;Bock, Otmar;Memmert, Daniel;Hüttermann, Stefanie",,," Copyright © 2018 Mathias Haeger et al.; This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.", 10.1155/2018/7547631, Journal Article,,2018,2090-2204,, English, English,,, New York,2018,Journal of Aging Research,2018,2018,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/can-driving-simulator-training-enhance-visual/docview/2002922416/se-2?accountid=14664,,,,,,,,," Laboratories , Neurosciences , Psychology , Computer & video games , Older people , Cognitive ability , Memory , Age , Studies , Visual task performance , Cognition & reasoning , Germany",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Can+Driving-Simulator+Training+Enhance+Visual+Attention%2C+Cognition%2C+and+Physical+Functioning+in+Older+Adults%3F&amp;author=Haeger%2C+Mathias%3BBock%2C+Otmar%3BMemmert%2C+Daniel%3BH%C3%BCttermann%2C+Stefanie&amp;volume=2018&amp;issue=&amp;spage=&amp;date=2018-01-01&amp;rft.btitle=&amp;rft.jtitle=Journal+of+Aging+Research&amp;issn=2090-2204&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Exploring the Virtuality Continuum for Complex Rule-Set Education in the Context of Soccer Rule Comprehension,"We present an exploratory study to assess the benefits of using Augmented Reality (AR) in training sports rule comprehension. Soccer is the chosen context for this study due to the wide range of complexity in the rules and regulations. Observers must understand and holistically evaluate the proximity of players in the game to the ball and other visual objects, such as the goal, penalty area, and other players. Grounded in previous literature investigating the effects of Virtual Reality (VR) scenarios on transfer of training (ToT), we explore how three different interfaces influence user perception using both qualitative and quantitative measures. To better understand how effective augmented reality technology is when combined with learning systems, we compare results on the effects of learning outcomes in three interface conditions: AR, VR and a traditional Desktop interface. We also compare these interfaces as measured by user experience, engagement, and immersion. Results show that there were no significance difference among VR and AR; however, these participants outperformed the Desktop group which needed a higher number of adaptations to acquire the same knowledge.",2124655134,,,Scholarly Journals,,"Vargas González, Andrés N;Kapalo, Katelynn;Seng Lee Koh;LaViola, Joseph J",,," © 2017. This work is licensed under http://creativecommons.org/licenses/by/3.0/  (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.", 10.3390/mti1040030, Journal Article, 2017-11-09, Dec 2017,,4, English, English,,, Basel,Dec-17,Multimodal Technologies and Interaction,2017,1,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/exploring-virtuality-continuum-complex-rule-set/docview/2124655134/se-2?accountid=14664,,,,," 2017-07-23 (Received) , 2017-10-26 (Revised) , 2017-11-03 (Accepted)", n/a,,," Research , Laboratories , Augmented reality , Tutoring , Augmented reality , User training , User experience , Perceptions , Virtual reality , Soccer , Transfer of training , Design , System effectiveness , User interfaces , Complexity , Virtual reality , Soccer , Cognition & reasoning , United States--US , Canada"," augmented reality , sports training , soccer , intelligent tutoring systems , virtual reality",,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Exploring+the+Virtuality+Continuum+for+Complex+Rule-Set+Education+in+the+Context+of+Soccer+Rule+Comprehension&amp;author=Vargas+Gonz%C3%A1lez%2C+Andr%C3%A9s+N%3BKapalo%2C+Katelynn%3BSeng+Lee+Koh%3BLaViola%2C+Joseph+J&amp;volume=1&amp;issue=4&amp;spage=&amp;date=2017-12-01&amp;rft.btitle=&amp;rft.jtitle=Multimodal+Technologies+and+Interaction&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
The Need for Conceptual Models of Technology in Training and Development: How Immersive Does Training Need to Be?,"Morelli, Potosky, Arthur, and Tippins (2017) articulate a strong need for industrial and organizational (I-O) psychologists to develop a more theory-based understanding of the role of technology in employee selection and assessment. We agree with their concerns but argue that this issue should include examination of how technology impacts training also. Researchers have noted that training is increasingly important for firms, and technology-enhanced training can improve learning and transfer (Ford &amp; Meyer, 2013). However, the arguments that the authors make about the need for a theory-driven approach for examining the impact of technology on selection applies to training outcomes as well. Although considerable evidence exists that workplace training is effective and that technology can impact the success of training, there has been less theory-driven research exploring how technology can enhance or detract from training success. Researchers have already identified several variables related to technology that promote learning, but one variable that remains consistently unexplored in the organizational literature is immersion. This research is particularly important given how increasingly accessible immersive technology, such as virtual reality (VR), is becoming. Thus, we argue that as virtual training environments become more widely available, the variable of ""immersion"" in training environments is a particularly important one that warrants additional research.",1966814842,,,Scholarly Journals,,"Cox, Cody B ;House, Andrew;Lopez, Alex;Pool, Gregory J",,, Copyright © Society for Industrial and Organizational Psychology 2017 , 10.1017/iop.2017.78, Journal Article,, Dec 2017,1754-9426,4, English, English,, 696-701, Bowling Green,Dec-17,Industrial and Organizational Psychology,2017,10,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/need-conceptual-models-technology-training/docview/1966814842/se-2?accountid=14664, 54172 Research and Development in the Social Sciences and Humanities, 54172 Research and Development in the Social Sciences and Humanities,, 54172 Research and Development in the Social Sciences and Humanities,,696, 54172 Research and Development in the Social Sciences and Humanities,," Aircraft , Research , Psychology , Computer & video games , Active learning , Success , Autism , Game theory , Researchers , Educational technology , Virtual communities , Older people , Virtual reality , Training , Employment interviews",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=The+Need+for+Conceptual+Models+of+Technology+in+Training+and+Development%3A+How+Immersive+Does+Training+Need+to+Be%3F&amp;author=Cox%2C+Cody+B+%3BHouse%2C+Andrew%3BLopez%2C+Alex%3BPool%2C+Gregory+J&amp;volume=10&amp;issue=4&amp;spage=696&amp;date=2017-12-01&amp;rft.btitle=&amp;rft.jtitle=Industrial+and+Organizational+Psychology&amp;issn=1754-9426&amp;isbn=&amp;sid=ProQ%3Aabiglobal_,ABI/INFORM Collection
EcoXPT: Designing for Deeper Learning through Experimentation in an Immersive Virtual Ecosystem,"Young people now must compete in a global, knowledge-based, innovation-centered economy; they must acquire not just academic knowledge, but also character attributes such as intrinsic motivation, persistence, and flexibility. To accomplish these ambitious goals, the National Research Council (2012) of the United States recommends the use of “deeper learning” classroom strategies. These include case-based learning, multiple representations of knowledge, collaborative learning, apprenticeships, life-wide learning, learning for transfer, interdisciplinary studies, personalized learning, connected learning, and diagnostic assessments. Immersive media (virtual reality, multi-user virtual environments, mixed and augmented realities) have affordances that enhance this type of learning. EcoXPT is an inquiry-based middle school curriculum on ecosystem science that invites students into immersive experimentation with scaffolding tools that support deeper learning. This includes a case-based approach situated in an unfolding eutrophication scenario in which students learn new information from their observations over space and time, speaking with virtual characters in the world, and gathering information in the field guide and other sources. Diagnostic assessments of students’ progress are based on multiple sources, including process data from various types of logfiles. Multiple varied forms of representation convey perceptual, graphical, and experimental data, enabling students to investigate relationships between variables. Students are apprenticed in the ways of knowing of ecosystems scientists, which involves interdisciplinary knowledge. Students collaborate in teams of two, subdividing the tasks of gathering evidence.",1968974479,,,Scholarly Journals,,"Dede, Chris;Grotzer, Tina A;Kamarainen, Amy;Metcalf, Shari",,," © 2017. This work is published under https://creativecommons.org/licenses/by-nc-nd/3.0/ (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",, Journal Article,,2017,1176-3647,4, English, English,, 166-178, Palmerston North,2017,Journal of Educational Technology & Society,2017,20,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/ecoxpt-designing-deeper-learning-through/docview/1968974479/se-2?accountid=14664,,,,,,166,,," Students , Assessments , Collaboration , Virtual reality , Learning , Studies , Eutrophication , Interdisciplinary aspects , Scaffolding , Knowledge management , Design , Diagnostic systems , Experimentation , Graphical representations , Motivation , Ecosystems , Interdisciplinary studies , Knowledge representation , Learning , Students , Virtual environments , Innovations , Young adults , Apprenticeship"," Immersive learning , Virtual worlds , Deeper learning , Ecosystems science",,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=EcoXPT%3A+Designing+for+Deeper+Learning+through+Experimentation+in+an+Immersive+Virtual+Ecosystem&amp;author=Dede%2C+Chris%3BGrotzer%2C+Tina+A%3BKamarainen%2C+Amy%3BMetcalf%2C+Shari&amp;volume=20&amp;issue=4&amp;spage=166&amp;date=2017-10-01&amp;rft.btitle=&amp;rft.jtitle=Journal+of+Educational+Technology+%26+Society&amp;issn=1176-3647&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Learning better by repetition or variation? Is transfer at odds with task specific training?,"Objective Transfer of motor skills is the ultimate goal of motor training in rehabilitation practice. In children with Developmental Coordination Disorder (DCD), very little is known about how skills are transferred from training situations to real life contexts. In this study we examined the influence of two types of practice on transfer of motor skills acquired in a virtual reality (VR) environment. Method One hundred and eleven children with DCD and their typically developing (TD) peers, aged 6–10 years (M = 8.0 SD = 1.0) were randomly assigned to either variable (n = 56) or repetitive practice (n = 55). Participants in the repetitive practice played the same exergame (ski slalom) twice weekly for 20 minutes, over a period of 5 weeks, while those in the variable group played 10 different games. Motor skills such as balance tasks (hopping), running and agility tasks, ball skills and functional activities were evaluated before and after 5 weeks of training. Results ANOVA repeated measures indicated that both DCD and TD children demonstrated transfer effects to real life skills with identical and non-identical elements at exactly the same rate, irrespective of the type of practice they were assigned to. Conclusion Based on these findings, we conclude that motor skills acquired in the VR environment, transfers to real world contexts in similar proportions for both TD and DCD children. The type of practice adopted does not seem to influence children’s ability to transfer skills acquired in an exergame to life situations but the number of identical elements does.",1880542232,,,Scholarly Journals,,"Bonney, Emmanuel;Lemke, Dorothee Jelsma;Ferguson, Gillian D;Bouwien C M Smits-Engelsman",,," © 2017 Bonney et al. This is an open access article distributed under the terms of the Creative Commons Attribution License: http://creativecommons.org/licenses/by/4.0/ (the “License”), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.", 10.1371/journal.pone.0174214, Journal Article,, Mar 2017,,3, English, English,,, San Francisco,Mar-17,PLoS One,2017,12,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/learning-better-repetition-variation-is-transfer/docview/1880542232/se-2?accountid=14664,,,,,, e0174214,,," Motor skill , Theory , Variance analysis , Computer & video games , Virtual reality , Children , Studies , Intervention , Skills , Rehabilitation , Neurodevelopmental disorders , Motor ability , Training , Retention , Rehabilitation , Computer applications , Children , Training , Coordination , Rehabilitation , Virtual reality , Virtual environments , Training , Skills , Children"," Children , Games , Running , Learning , Video games , Virtual reality , Musculoskeletal system , Teachers",,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Learning+better+by+repetition+or+variation%3F+Is+transfer+at+odds+with+task+specific+training%3F&amp;author=Bonney%2C+Emmanuel%3BLemke%2C+Dorothee+Jelsma%3BFerguson%2C+Gillian+D%3BBouwien+C+M+Smits-Engelsman&amp;volume=12&amp;issue=3&amp;spage=e0174214&amp;date=2017-03-01&amp;rft.btitle=&amp;rft.jtitle=PLoS+One&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Learning to Act by Predicting the Future,"We present an approach to sensorimotor control in immersive environments. Our approach utilizes a high-dimensional sensory stream and a lower-dimensional measurement stream. The cotemporal structure of these streams provides a rich supervisory signal, which enables training a sensorimotor control model by interacting with the environment. The model is trained using supervised learning techniques, but without extraneous supervision. It learns to act based on raw sensory input from a complex three-dimensional environment. The presented formulation enables learning without a fixed goal at training time, and pursuing dynamically changing goals at test time. We conduct extensive experiments in three-dimensional simulations based on the classical first-person game Doom. The results demonstrate that the presented approach outperforms sophisticated prior formulations, particularly on challenging tasks. The results also show that trained models successfully generalize across environments and goals. A model trained using the presented approach won the Full Deathmatch track of the Visual Doom AI Competition, which was held in previously unseen environments.",2075345803,,,Working Papers,,"Dosovitskiy, Alexey;Koltun, Vladlen",,," © 2017. This work is published under http://arxiv.org/licenses/nonexclusive-distrib/1.0/ (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",, Working Paper, 2017-02-16," Feb 14, 2017",,, English, English,,, Ithaca,14-Feb-17,arXiv.org,2017,,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/working-papers/learning-act-predicting-future/docview/2075345803/se-2?accountid=14664,,,,," arXiv.org , 2016-11-06 (Submission v1) , 2017-02-14 (Submission v2)", n/a,,," Predictive control , Environment models , Learning , Dimensional measurement , Computer simulation , Training , Formulations"," Machine Learning , Artificial Intelligence , Computer Vision and Pattern Recognition",, http://arxiv.org/abs/1611.01779,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=preprint&amp;atitle=Learning+to+Act+by+Predicting+the+Future&amp;author=Dosovitskiy%2C+Alexey%3BKoltun%2C+Vladlen&amp;volume=&amp;issue=&amp;spage=&amp;date=2017-02-14&amp;rft.btitle=&amp;rft.jtitle=arXiv.org&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
