Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Werrlich S., Daniel A., Ginger A., Nguyen P.-A., Notni G.","57195069564;57201618829;57207031366;57209915720;7004204934;","Comparing HMD-Based and Paper-Based Training",2019,"Proceedings of the 2018 IEEE International Symposium on Mixed and Augmented Reality, ISMAR 2018",,, 8613759,"134","142",,22,"10.1109/ISMAR.2018.00046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062171885&doi=10.1109%2fISMAR.2018.00046&partnerID=40&md5=c206a2dd977504ba7c080ff7a8072a51","BMW Group, Germany; TU Ilmenau, Germany","Werrlich, S., BMW Group, Germany; Daniel, A., BMW Group, Germany; Ginger, A., BMW Group, Germany; Nguyen, P.-A., BMW Group, Germany; Notni, G., TU Ilmenau, Germany","Collaborative Systems are in daily use by millions of people promising to improve everyone's life. Smartphones, smartwatches and tablets are everyday objects and life without these unimaginable. New assistive systems such as head-mounted displays (HMDs) are becoming increasingly important for various domains, especially for the industrial domain, because they claim to improve the efficiency and quality of procedural tasks. A range of scientific laboratory studies already demonstrated the potential of augmented reality (AR) technologies especially for training tasks. However, most researches are limited in terms of inadequate task complexity, measured variables and lacking comparisons. In this paper, we want to close this gap by introducing a novel multimodal HMD-based training application and compare it to paper-based learning for manual assembly tasks. We perform a user study with 30 participants measuring the training transfer of an engine assembly training task, the user satisfaction and perceived workload during the experiment. Established questionnaires such as the system usability scale (SUS), the user experience questionnaire (UEQ) and the Nasa Task Load Index (NASA-TLX) are used for the assessment. Results indicate significant differences between both learning approaches. Participants perform significantly faster and significantly worse using paper-based instructions. Furthermore, all trainees preferred HMD-based learning for future assembly trainings which was scientifically proven by the UEQ. © 2018 IEEE.","Augmented Reality; Evaluation; Head Mounted Displays; Training","Augmented reality; NASA; Personnel training; Surveys; Assembly trainings; Collaborative systems; Evaluation; Head mounted displays; Laboratory studies; Learning approach; System Usability Scale (SUS); Training applications; Helmet mounted displays",Conference Paper,"Final","",Scopus,2-s2.0-85062171885
"Szczurowski K., Smith M.","57202899868;57196078717;","'Woodlands'-A Virtual Reality Serious Game Supporting Learning of Practical Road Safety Skills",2018,"2018 IEEE Games, Entertainment, Media Conference, GEM 2018",,, 8516493,"427","435",,6,"10.1109/GEM.2018.8516493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057030782&doi=10.1109%2fGEM.2018.8516493&partnerID=40&md5=ad57ac1f8e24833e90e1f57db49254f1","Department of Informatics, Institute of Technology Blanchardstown, Dublin, Ireland","Szczurowski, K., Department of Informatics, Institute of Technology Blanchardstown, Dublin, Ireland; Smith, M., Department of Informatics, Institute of Technology Blanchardstown, Dublin, Ireland","In developed societies road safety skills are taught early and often practiced under the supervision of a parent, providing children with a combination of theoretical and practical knowledge. At some point children will attempt to cross a road unsupervised, at that point in time their safety depends on the effectiveness of their road safety education. To date, various attempts to supplement road safety education with technology were made. Most common approach focus on addressing declarative knowledge, by delivering road safety theory in an engaging fashion. Apart from expanding on text based resources to include instructional videos and animations, some stakeholders (e.g.: Irish Road Safety Authority) attempt to take advantage of game-based learning [1]. However, despite the high capacity for interaction being common in Virtual Environments, available game-based solutions to road safety education are currently limited to delivering and assessing declarative knowledge. With recent advancements in the field of Virtual Reality (VR) Head Mounted Displays, procedural knowledge might also be addressed in Virtual Environments. This paper describes the design and development process of a computer-supported learning system that attempts to address psycho-motor skills involved in crossing a road safely, changing learners' attitude towards road safety best practices, and enabling independent practice of transferable skills. By implementing game-based learning principles and following best practice for serious game design (such as making educational components essential to successful game-play, or instructional scaffolding) we hope to make it not only more effective, but also engaging, allowing us to rely on learners' intrinsic motivation [2], to increase their independent practice time and provide them with feedback that will help to condition safe behaviour and increase retention. Presence in Virtual Reality might evoke responses to Virtual Environment as if it was real (RAIR) [3] and enable learners to truly experience learning scenarios. In consequence leading to formation of autobiographical memories constructed from multisensory input, which should result in an increased knowledge retention and transfer [4]. © 2018 IEEE.","Experiential Learning; Game-Based Learning; Road Safety; Serious Game; Virtual Environment; Virtual Reality; VR","Accident prevention; Animation; E-learning; Education computing; Helmet mounted displays; Learning systems; Motor transportation; Roads and streets; Scaffolds; Virtual reality; Autobiographical memory; Computer supported learning systems; Declarative knowledge; Design and development process; Experiential learning; Game-based Learning; Head mounted displays; Road safety; Serious games",Conference Paper,"Final","",Scopus,2-s2.0-85057030782
"Brouwer A.-M., van der Waa J., Stokking H.","7102575587;57193858656;25032071700;","BCI to potentially enhance streaming images to a VR headset by predicting head rotation",2018,"Frontiers in Human Neuroscience","12",, 420,"","",,1,"10.3389/fnhum.2018.00420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056811876&doi=10.3389%2ffnhum.2018.00420&partnerID=40&md5=51b5275784df9bd4315f22469dfaa8f4","Department of Perceptual and Cognitive Systems, Netherlands Organization for Applied Scientific Research (TNO), Soesterberg, Netherlands; Department of Media Networking, Netherlands Organization for Applied Scientific Research (TNO), Den Haag, Netherlands","Brouwer, A.-M., Department of Perceptual and Cognitive Systems, Netherlands Organization for Applied Scientific Research (TNO), Soesterberg, Netherlands; van der Waa, J., Department of Perceptual and Cognitive Systems, Netherlands Organization for Applied Scientific Research (TNO), Soesterberg, Netherlands; Stokking, H., Department of Media Networking, Netherlands Organization for Applied Scientific Research (TNO), Den Haag, Netherlands","While numerous studies show that brain signals contain information about an individual’s current state that are potentially valuable for smoothing man–machine interfaces, this has not yet lead to the use of brain computer interfaces (BCI) in daily life. One of the main challenges is the common requirement of personal data that is correctly labeled concerning the state of interest in order to train a model, where this trained model is not guaranteed to generalize across time and context. Another challenge is the requirement to wear electrodes on the head. We here propose a BCI that can tackle these issues and may be a promising case for BCI research and application in everyday life. The BCI uses EEG signals to predict head rotation in order to improve images presented in a virtual reality (VR) headset. When presenting a 360° video to a headset, field-of-view approaches only stream the content that is in the current field of view and leave out the rest. When the user rotates the head, other content parts need to be made available soon enough to go unnoticed by the user, which is problematic given the available bandwidth. By predicting head rotation, the content parts adjacent to the currently viewed part could be retrieved in time for display when the rotation actually takes place. We here studied whether head rotations can be predicted on the basis of EEG sensor data and if so, whether application of such predictions could be applied to improve display of streaming images. Eleven participants generated left- and rightward head rotations while head movements were recorded using the headsets motion sensing system and EEG. We trained neural network models to distinguish EEG epochs preceding rightward, leftward, and no rotation. Applying these models to streaming EEG data that was withheld from the training showed that 400 ms before rotation onset, the probability “no rotation” started to decrease and the probabilities of an upcoming right- or leftward rotation started to diverge in the correct direction. In the proposed BCI scenario, users already wear a device on their head allowing for integrated EEG sensors. Moreover, it is possible to acquire accurately labeled training data on the fly, and continuously monitor and improve the model’s performance. The BCI can be harnessed if it will improve imagery and therewith enhance immersive experience. © 2018 Brouwer, van der Waa and Stokking.","Applied neuroscience; Brain computer interface; EEG; Head mounted display; Head rotation; Movement prediction; Neuroadaptive technology; Virtual reality","adult; Article; artificial neural network; brain computer interface; electroencephalography; head movement; human; human experiment; image display; image processing; imagery; normal human; prediction; probability; signal transduction; videorecording; virtual reality",Article,"Final","",Scopus,2-s2.0-85056811876
"Grubert J., Witzani L., Ofek E., Pahud M., Kranz M., Kristensson P.O.","35114754100;56024891600;10139546600;6602493330;12239425600;6507412583;","Text Entry in Immersive Head-Mounted Display-Based Virtual Reality Using Standard Keyboards",2018,"25th IEEE Conference on Virtual Reality and 3D User Interfaces, VR 2018 - Proceedings",,, 8446059,"159","166",,41,"10.1109/VR.2018.8446059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053830754&doi=10.1109%2fVR.2018.8446059&partnerID=40&md5=751e12a3f39023107cd2837e1c6effd0","Coburg University of Applied Sciences and Arts, Germany; University of Passau, Germany; Microsoft Research, Germany; University of Cambridge, United Kingdom","Grubert, J., Coburg University of Applied Sciences and Arts, Germany; Witzani, L., University of Passau, Germany; Ofek, E., Microsoft Research, Germany; Pahud, M., Coburg University of Applied Sciences and Arts, Germany; Kranz, M., Coburg University of Applied Sciences and Arts, Germany; Kristensson, P.O., University of Cambridge, United Kingdom","We study the performance and user experience of two popular mainstream text entry devices, desktop keyboards and touchscreen keyboards, for use in Virtual Reality (VR) applications. We discuss the limitations arising from limited visual feedback, and examine the efficiency of different strategies of use. We analyze a total of 24 hours of typing data in VR from 24 participants and find that novice users are able to retain about 60% of their typing speed on a desktop keyboard and about 40-45% of their typing speed on a touchscreen keyboard. We also find no significant learning effects, indicating that users can transfer their typing skills fast into VR. Besides investigating baseline performances, we study the position in which keyboards and hands are rendered in space. We find that this does not adversely affect performance for desktop keyboard typing and results in a performance trade-off for touchscreen keyboard typing. © 2018 IEEE.","H.5.2: [User Interfaces-Input devices and strategies.]","Economic and social effects; Helmet mounted displays; Typewriter keyboards; Virtual reality; Visual communication; Base-line performance; Head mounted displays; Input devices and strategies; Learning effects; Performance trade-off; Touch-screen keyboards; User experience; Visual feedback; User interfaces",Conference Paper,"Final","",Scopus,2-s2.0-85053830754
"Ahmad N., Shariff Z.M., Mukhtar F., Lye M.-S.","57203285442;6506573125;25624932700;35973928500;","Family-based intervention using face-to-face sessions and social media to improve Malay primary school children's adiposity: A randomized controlled field trial of the Malaysian REDUCE programme",2018,"Nutrition Journal","17","1", 74,"","",,9,"10.1186/s12937-018-0379-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051107761&doi=10.1186%2fs12937-018-0379-1&partnerID=40&md5=ef1d94bfe4d4dd75206d7a937e305770","Department of Community Health, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, 43400 UPM, Malaysia; Department of Nutrition, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, Malaysia; Department of Psychiatry, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, Malaysia","Ahmad, N., Department of Community Health, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, 43400 UPM, Malaysia; Shariff, Z.M., Department of Nutrition, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, Malaysia; Mukhtar, F., Department of Psychiatry, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, Malaysia; Lye, M.-S., Department of Community Health, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, Serdang Selangor, 43400 UPM, Malaysia","Background: Social media may be an effective medium by which parents could be trained to promote healthy eating behaviour and physical activity for their children. This trial evaluates the effectiveness of a family-based intervention using social media in combination with face-to-face sessions - the REDUCE (REorganise Diet, Unnecessary sCreen time and Exercise) programme - on adiposity of Malay children. Methods: Five primary schools in an urban area in Selangor, Malaysia participated in this two-arm randomized controlled field trial. Participants were parents (n = 134) and their primary school-going children 8-11 years of age who were either overweight or obese. These parent-child dyads were randomly allocated to intervention and wait-list control groups and were blinded to group assignment. The intervention was a four-week training programme using two face-to-face sessions and two Facebook sessions followed by weekly booster sessions over a three-month period using WhatsApp. The primary outcome was body mass index (BMI) z-score. Height, body weight, waist circumference and percentage of body fat were measured by blinded assessors. Data were collected at baseline (T1), immediately post-training (T2) and at three- (T3) and six-month post training (T4) and were analysed using generalized linear mixed modelling adjusted for covariates to estimate the intervention effects. Subgroup analysis was conducted for overweight and obese children. Results: Ninety-one percent of parents completed the study, 64 in intervention group and 58 in wait-list group. At the sixth month post-training, BMI z-scores were significantly reduced in the intervention group compared to the wait-list group, for the all children (overweight and obese children) and within the obese subgroup ((F(6, 517) = 2.817, p = 0.010) and (F(6, 297) = 6.072, p < 0.001) respectively. For waist circumference percentile and body fat percentage, the intervention group experienced a significant reduction compared to the wait-list group, within the obese subgroup ((F(6, 297) = 3.998, p = 0.001) and within the overweight subgroup (F(6, 201) = 2.526, p = 0.022). Conclusions: The four-month REDUCE intervention programme was effective in reducing childhood adiposity. Further research using this approach needs to be conducted including cost-effectiveness studies before implementing it in a child obesity prevention programme. Trial registration: Australian New Zealand Clinical Trials Registry: ACTRN12617000844347 (7 June 2017 retrospectively registered). National Medical Research Register, Ministry of Health Malaysia: NMRR-14-685-21,874 (July 2014). © 2018 The Author(s).","Body fat percentage; Body mass index; Paediatric obesity; Parents intervention; Primary school children; Social media; Waist circumference","adolescent obesity; Article; body fat; body height; body mass; body weight; child; clinical effectiveness; clinical outcome; controlled study; family counseling; feeding behavior; female; food intake; health program; healthy lifestyle; human; major clinical study; Malaysian; male; outcome assessment; primary school; randomized controlled trial; school child; social interaction; social media; training; urban area; waist circumference; behavior therapy; body composition; child parent relation; childhood obesity; exercise; health promotion; healthy diet; Malaysia; obesity; pathophysiology; procedures; psychology; school; treatment outcome; urban population; Adiposity; Behavior Therapy; Body Composition; Body Mass Index; Body Weight; Child; Exercise; Female; Health Promotion; Healthy Diet; Humans; Malaysia; Male; Parents; Pediatric Obesity; Schools; Social Media; Treatment Outcome; Urban Population; Waist Circumference",Article,"Final","",Scopus,2-s2.0-85051107761
"Werrlich S., Nguyen P.-A., Notni G.","57195069564;57209915720;7004204934;","Evaluating the training transfer of Head-Mounted Display based training for assembly tasks",2018,"ACM International Conference Proceeding Series",,,,"297","302",,10,"10.1145/3197768.3201564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049917107&doi=10.1145%2f3197768.3201564&partnerID=40&md5=cf6d53b805f90786790e6809e4a4b063","BMW AG, Taunusstraße 41, München, 80807, Germany; Technical University Ilmenau, Postfach 100565, Ilmenau, 98684, Germany","Werrlich, S., BMW AG, Taunusstraße 41, München, 80807, Germany; Nguyen, P.-A., BMW AG, Taunusstraße 41, München, 80807, Germany; Notni, G., Technical University Ilmenau, Postfach 100565, Ilmenau, 98684, Germany","The automotive industry is growing constantly and more and more assembly workers are needed to negotiate the production volume. The training of new employees is essential to ensure premium quality products and processes. New technologies for training such as head-mounted displays (HMDs) receive a growing amount of attention by the scientific community, especially in the industrial domain. Due to its possibility to work hands-free while providing users with necessary augmented information, HMDs can enhance the quality and efficiency of assembly training tasks. However, comprehensive evaluations in industrial environments regarding the training transfer using augmented reality (AR) technologies are still very limited. In this paper, we aim to close this gap by conducting a user study with two groups and 30 participants, measuring the training transfer. We compare the effects of two slightly different HMD-based training applications. The first group complete a tutorial, beginner, intermediate and expert training level, while the second group received an additional quiz level. Results show that group two needed 17% more time to complete the training but made 79% less sequence mistakes compared to the first group. Additionally, we compare the user satisfaction by using the system usability scale (SUS) and the perceived workload by measuring the NASA-TLX. © 2018 Association for Computing Machinery.","Assembly; Augmented reality; Evaluation; Head-mounted display; Training","Assembly; Augmented reality; Automotive industry; NASA; Personnel training; Sensory perception; Street traffic control; Comprehensive evaluation; Evaluation; Head mounted displays; Industrial environments; Premium-quality products; Scientific community; System Usability Scale (SUS); Training applications; Helmet mounted displays",Conference Paper,"Final","",Scopus,2-s2.0-85049917107
"Jung J., Ahn Y.J.","57220995238;57201853639;","Effects of interface on procedural skill transfer in virtual training: Lifeboat launching operation study",2018,"Computer Animation and Virtual Worlds","29","3-4", e1812,"","",,7,"10.1002/cav.1812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046267906&doi=10.1002%2fcav.1812&partnerID=40&md5=0f4881ff1662eaf041a1adb3184611b7","Korea Research Institute of Ships and Ocean Engineering, Daejeon, South Korea; Korea Institute of Maritime and Fisheries Technology, Busan, South Korea","Jung, J., Korea Research Institute of Ships and Ocean Engineering, Daejeon, South Korea; Ahn, Y.J., Korea Institute of Maritime and Fisheries Technology, Busan, South Korea","A comparative study assessing the effect of interface type on procedural skill transfer during virtual training is presented. The aim of this research is to evaluate the transferability of two aspects of procedural skills, that is, procedural knowledge and technical skills. We established one group with a lecture and three virtual training groups with a combination of output and input devices: a monitor and keyboard/mouse, a head-mounted display (HMD) and joypad, and an HMD and wearable sensors. The task for assessment was a lifeboat launching operation that requires a participant to memorize a 10-step procedure utilizing 14 different pieces of equipment that should be manipulated in each step. Before and after training, we evaluated the participants' procedural knowledge and technical skill on a real lifeboat. The monitor and keyboard/mouse group showed the best performance in a procedural knowledge assessment that addressed visually induced recollections from the real lifeboat. Alternatively, in the assessment of technical skills that determined manipulation ability that requires word-based mnemonics, the HMD and wearable sensors group outperformed the other groups. Moreover, the results showed that the virtual training was a more efficient training format for short-term training than a lecture due to the freedom of observation viewpoint, despite simulator sickness. Copyright © 2018 John Wiley & Sons, Ltd.","interface; maritime safety; procedural skill transfer; virtual reality; virtual training","Helmet mounted displays; Interfaces (materials); Lifeboats; Typewriter keyboards; Virtual reality; Wearable sensors; Comparative studies; Head mounted displays; Lifeboat launching; Maritime safety; Procedural knowledge; Simulator sickness; Skill transfer; Virtual training; E-learning",Conference Paper,"Final","",Scopus,2-s2.0-85046267906
"Ip H.H.S., Wong S.W.L., Chan D.F.Y., Byrne J., Li C., Yuan V.S.N., Lau K.S.Y., Wong J.Y.W.","7005395690;35095800900;7402216810;55327177600;56180363500;57190301256;56014513500;57190292326;","Enhance emotional and social adaptation skills for children with autism spectrum disorder: A virtual reality enabled approach",2018,"Computers and Education","117",,,"1","15",,52,"10.1016/j.compedu.2017.09.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034031316&doi=10.1016%2fj.compedu.2017.09.010&partnerID=40&md5=5461287673669e8bfbf4e12a366653f0","Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong; Department of Education Studies, Hong Kong Baptist University, Kowloon Tong, Hong Kong; Department of Paediatrics, Faculty of Medicine, The Chinese University of Hong Kong, Shatin, Hong Kong","Ip, H.H.S., Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong; Wong, S.W.L., Department of Education Studies, Hong Kong Baptist University, Kowloon Tong, Hong Kong; Chan, D.F.Y., Department of Paediatrics, Faculty of Medicine, The Chinese University of Hong Kong, Shatin, Hong Kong; Byrne, J., Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong; Li, C., Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong; Yuan, V.S.N., Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong; Lau, K.S.Y., Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong; Wong, J.Y.W., Centre for Innovative Applications of Internet and Multimedia Technologies, City University of Hong Kong, Kowloon Tong, Hong Kong","Deficits in social-emotional reciprocity, one of the diagnostic criteria of Autism Spectrum Disorder (ASD), greatly hinders children with ASD from responding appropriately and adapting themselves in various social situations. Although evidences have shown that virtual reality environment is a promising tool for emotional and social adaptation skills training on ASD population, there is a lack of large-scale trials with intensive evaluations to support such findings. This paper presents a virtual reality enabled program for enhancing emotional and social adaptation skills for children with ASD. Six unique learning scenarios, of which one focuses on emotion control and relaxation strategies, four that simulate various social situations, and one that facilitates consolidation and generalization, are designed and developed with corresponding psychoeducation procedures and protocols. The learning scenarios are presented to the children via a 4-side immersive virtual reality environment (a.k.a., half-CAVE) with non-intrusive motion tracking. A total number of 94 children between the ages of 6–12 with clinical diagnosis of ASD participated in the 28-session program that lasted for 14 weeks. By comparing pre- and post-assessments, results reported in this paper show significant improvements in the project's primary measures on children's emotion expression and regulation and social-emotional reciprocity but not on other secondary measures. © 2017 Elsevier Ltd","Autism spectrum disorders; Emotional skills; Situated learning; Social adaptation; Virtual reality","Diagnosis; Diseases; Motion tracking; Program diagnostics; Social aspects; Autism spectrum disorders; Children with autisms; Emotional skills; Immersive virtual reality; Relaxation strategies; Situated learning; Social adaptation; Virtual-reality environment; Virtual reality",Article,"Final","",Scopus,2-s2.0-85034031316
"Dehn L.B., Kater L., Piefke M., Botsch M., Driessen M., Beblo T.","55893825700;57192807227;6507173176;6602523499;56056374100;55978325200;","Training in a comprehensive everyday-like virtual reality environment compared to computerized cognitive training for patients with depression",2018,"Computers in Human Behavior","79",,,"40","52",,15,"10.1016/j.chb.2017.10.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032007894&doi=10.1016%2fj.chb.2017.10.019&partnerID=40&md5=2353908903251aac94bfb95d545d8767","Clinic for Psychiatry and Psychotherapy Bethel, Remterweg 69-71, Bielefeld, D-33617, Germany; Clinic of Internal and Geriatric Medicine, Schildische Str. 99, Bielefeld, D-33611, Germany; Department of Psychology and Psychotherapy, Witten/Herdecke University, Alfred-Herrhausen-Str. 50, Witten, D-58448, Germany; Computer Graphics and Geometry Processing, Bielefeld University, P.O. Box 10 01 31, Bielefeld, D-33501, Germany","Dehn, L.B., Clinic for Psychiatry and Psychotherapy Bethel, Remterweg 69-71, Bielefeld, D-33617, Germany; Kater, L., Clinic of Internal and Geriatric Medicine, Schildische Str. 99, Bielefeld, D-33611, Germany; Piefke, M., Department of Psychology and Psychotherapy, Witten/Herdecke University, Alfred-Herrhausen-Str. 50, Witten, D-58448, Germany; Botsch, M., Computer Graphics and Geometry Processing, Bielefeld University, P.O. Box 10 01 31, Bielefeld, D-33501, Germany; Driessen, M., Computer Graphics and Geometry Processing, Bielefeld University, P.O. Box 10 01 31, Bielefeld, D-33501, Germany; Beblo, T., Clinic for Psychiatry and Psychotherapy Bethel, Remterweg 69-71, Bielefeld, D-33617, Germany","Neurocognitive impairments in patients with depression compromise everyday functioning. Thus, should neuropsychological therapy be designed as real-life-like as possible to maximize transfer effects? We investigated whether ecological validity of computerized cognitive training could be increased by a comprehensive everyday-life-simulating training device combining virtual reality, 360°-all-around visibility and autonomous navigation motions. In an eight days training program, patients exercised the learning and purchasing of shopping list products in a virtual supermarket using either the novel training device (n = 21) or a corresponding desktop application (n = 17). In a pre-post-design, effects of the two training conditions were compared regarding several outcome measures. Altogether, results did not prove a benefit of the more naturalistic training setting regarding different training performances (recognition, performance speed, spatial orientation), self-perceived daily cognitive impairments, a real-life shopping task as well as various neuropsychological capabilities. Findings are discussed in the context of general challenges in striving after ecological validity in neuropsychology. © 2017 Elsevier Ltd","Cognitive impairment; Cognitive remediation; Computerized training; Depression; Ecological validity; Virtual reality","Application programs; Ecology; Virtual reality; Autonomous navigation; Cognitive impairment; Depression; Desktop applications; Ecological validity; Spatial orientations; Training conditions; Virtual-reality environment; E-learning",Article,"Final","",Scopus,2-s2.0-85032007894
"Huber T., Paschold M., Hansen C., Wunderling T., Lang H., Kneist W.","18535462800;50361876100;55890379200;57193857398;7402486188;7005632003;","New dimensions in surgical training: immersive virtual reality laparoscopic simulation exhilarates surgical staff",2017,"Surgical Endoscopy","31","11",,"4472","4477",,56,"10.1007/s00464-017-5500-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017182338&doi=10.1007%2fs00464-017-5500-6&partnerID=40&md5=83d81dd35d910a73edf015e3e70d0f69","Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Langenbeckstraße 1, Mainz, 55131, Germany; Department of Simulation and Graphics, Faculty of Computer Science, Otto-von-Guericke University Magdeburg, Magdeburg, Germany","Huber, T., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Langenbeckstraße 1, Mainz, 55131, Germany; Paschold, M., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Langenbeckstraße 1, Mainz, 55131, Germany; Hansen, C., Department of Simulation and Graphics, Faculty of Computer Science, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Wunderling, T., Department of Simulation and Graphics, Faculty of Computer Science, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Lang, H., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Langenbeckstraße 1, Mainz, 55131, Germany; Kneist, W., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Langenbeckstraße 1, Mainz, 55131, Germany","Introduction: Virtual reality (VR) and head mount displays (HMDs) have been advanced for multimedia and information technologies but have scarcely been used in surgical training. Motion sickness and individual psychological changes have been associated with VR. The goal was to observe first experiences and performance scores using a new combined highly immersive virtual reality (IVR) laparoscopy setup. Methods: During the study, 10 members of the surgical department performed three tasks (fine dissection, peg transfer, and cholecystectomy) on a VR simulator. We then combined a VR HMD with the VR laparoscopic simulator and displayed the simulation on a 360° video of a laparoscopic operation to create an IVR laparoscopic simulation. The tasks were then repeated. Validated questionnaires on immersion and motion sickness were used for the study. Results: Participants’ times for fine dissection were significantly longer during the IVR session (regular: 86.51 s [62.57 s; 119.62 s] vs. IVR: 112.35 s [82.08 s; 179.40 s]; p = 0.022). The cholecystectomy task had higher error rates during IVR. Motion sickness did not occur at any time for any participant. Participants experienced a high level of exhilaration, rarely thought about others in the room, and had a high impression of presence in the generated IVR world. Conclusion: This is the first clinical and technical feasibility study using the full IVR laparoscopy setup combined with the latest laparoscopic simulator in a 360° surrounding. Participants were exhilarated by the high level of immersion. The setup enables a completely new generation of surgical training. © 2017, Springer Science+Business Media New York.","Abdominal surgery; Immersive virtual reality; Laparoscopy; Simulation; Training; Virtual surgery","abdominal surgery; Article; cholecystectomy; dissection; feasibility study; female; human; laparoscopic surgery; male; motion sickness; operating room personnel; priority journal; surgical training; time; virtual reality; clinical competence; education; health care personnel; laparoscopy; procedures; questionnaire; simulation training; statistics and numerical data; Clinical Competence; Feasibility Studies; Female; Health Personnel; Humans; Laparoscopy; Male; Simulation Training; Surveys and Questionnaires; Virtual Reality",Article,"Final","",Scopus,2-s2.0-85017182338
"Dubovi I., Levy S.T., Dagan E.","57194381219;7402774725;6701806618;","Now I know how! The learning process of medication administration among nursing students with non-immersive desktop virtual reality simulation",2017,"Computers and Education","113",,,"16","27",,41,"10.1016/j.compedu.2017.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019934867&doi=10.1016%2fj.compedu.2017.05.009&partnerID=40&md5=919db5ba81874d7253ec797d5f546f84","Department of Learning, Instruction and Teacher Education, Faculty of Education, University of Haifa, Israel; The Cheryl Spencer Department of Nursing, Faculty of Social Welfare and Health Sciences, University of Haifa, Israel","Dubovi, I., Department of Learning, Instruction and Teacher Education, Faculty of Education, University of Haifa, Israel, The Cheryl Spencer Department of Nursing, Faculty of Social Welfare and Health Sciences, University of Haifa, Israel; Levy, S.T., Department of Learning, Instruction and Teacher Education, Faculty of Education, University of Haifa, Israel; Dagan, E., The Cheryl Spencer Department of Nursing, Faculty of Social Welfare and Health Sciences, University of Haifa, Israel","The purpose of this study was to create and explore an effective and accessible teaching method for the higher education of professionals requiring practical skills. We aimed to evaluate the effectiveness of our Pharmacology Inter-Leaved Learning Virtual Reality (PILL-VR) simulation when applied to nursing education, as a tool for learning medication administration procedures. A quasi-experimental pretest-intervention-posttest comparison group design was conducted based on quantitative analysis of questionnaires, video recordings and worksheets. Participants were nursing students who either learned medication administration processes with a PILL-VR simulation platform (experimental group; n = 82) or who learned with lecture-based curriculum (n = 47; comparison group). The results revealed significantly higher conceptual and procedural knowledge learning gains following activity with the PILL-VR simulation compared to studying via lecture-based curriculum. PILL-VR exposed the students to their own errors, allowing procedure rehearsal followed by constant feedback which is essential to skill acquisition. Although PILL-VR is based on a desktop system, it facilitated a strong sense of presence. A small positive correlation was found on questionnaire scores between the sense of presence, particularly the sense of control, and conceptual-procedural learning of medication administration. This indicates that by improving students' sense of control in the PILL-VR, the learning process can be improved. Hence, VR simulations may provide affordable and flexible access to practice necessary practical skills in higher education, which is crucial to developing students’ expertise. © 2017 Elsevier Ltd","Higher education; Nursing education; Simulation; Virtual reality","Curricula; E-learning; Learning systems; Nursing; Surveys; Technology transfer; Video recording; Virtual reality; Analysis of questionnaire; Desktop virtual reality; Higher education; Nursing education; Positive correlations; Procedural knowledge; Procedural learning; Simulation; Students",Article,"Final","",Scopus,2-s2.0-85019934867
