Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Zou Y., Wang P., Tang Q., Sun Y.","57217006652;57217006341;57217400762;57217004882;","Implement Multi-Character Display in Virtual Reality Environment Based on Unet and Tracker",2019,"Proceedings - 2019 2nd International Conference on Safety Produce Informatization, IICSPI 2019",,, 9096025,"530","532",,,"10.1109/IICSPI48186.2019.9096025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085683784&doi=10.1109%2fIICSPI48186.2019.9096025&partnerID=40&md5=c77d19ebaa5c757cccf48ac7163524b2","Zunyi Power Supply Bureau, Safety Supervision Department, Zunyi, Guizhou, China","Zou, Y., Zunyi Power Supply Bureau, Safety Supervision Department, Zunyi, Guizhou, China; Wang, P., Zunyi Power Supply Bureau, Safety Supervision Department, Zunyi, Guizhou, China; Tang, Q., Zunyi Power Supply Bureau, Safety Supervision Department, Zunyi, Guizhou, China; Sun, Y., Zunyi Power Supply Bureau, Safety Supervision Department, Zunyi, Guizhou, China","Power grid operation is a very safe operation site, it is very important to be able to carry out related operations in accordance with the safe operation process, the existing traditional safe operation process, mainly in the traditional teaching mode or simulated real scene operation mode. In the links of management and training, operators lack intuitive experience and interaction, and they are not enough to show the serious consequences of illegal operation; As the head-mounted display becomes the most important interactive virtual reality display device, the 3d interactive display and the expressive force of the game engine are gradually improved, significantly improving participants' sense of immersion. Virtual reality technology can be used to build a simulation teaching platform for authentic visual experience, authentic representation of work flow and convincing interactive feedback. Virtual reality technology is used to establish a practical environment for grid operation in the virtual three-dimensional space of the computer that integrates class a illegal operation events. Users participating in the learning practice can operate in the virtual space according to the process. In this paper, based on unity built-in HAPI unet and third-party plug-in VRTK, the complex interaction of large-scale training business process is realized. Through VRTK, steam VR interface, the handle button state is obtained and information is transmitted on multiple instances, so as to determine the transfer and pickup state of interactive objects. © 2019 IEEE.","Inverse dynamics; Multiplayer networking technology; Multiplayer online interaction; Virtual reality technology","Crime; Electric power transmission networks; Helmet mounted displays; Interface states; Personnel training; Simulation platform; Head mounted displays; Interactive feedback; Interactive virtual reality; Power grid operations; Simulation teachings; Three dimensional space; Virtual reality technology; Virtual-reality environment; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85085683784
"Piccione J., Collett J., De Foe A.","57211538030;57206464821;55555885000;","Virtual skills training: the role of presence and agency",2019,"Heliyon","5","11", e02583,"","",,6,"10.1016/j.heliyon.2019.e02583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074370179&doi=10.1016%2fj.heliyon.2019.e02583&partnerID=40&md5=41c139affc0f49a955d0d2674602e6aa","RMIT University, School of Health and Biomedical Sciences, Discipline of Psychology, Australia","Piccione, J., RMIT University, School of Health and Biomedical Sciences, Discipline of Psychology, Australia; Collett, J., RMIT University, School of Health and Biomedical Sciences, Discipline of Psychology, Australia; De Foe, A., RMIT University, School of Health and Biomedical Sciences, Discipline of Psychology, Australia","Virtual reality (VR) simulations provide increased feelings of presence and agency that could allow increased skill improvement during VR training. Direct relationships between active agency in VR and skill improvement have previously not been investigated. This study examined the relationship between (a) presence and agency, and (b) presence and skills improvement, via active and passive VR simulations and through measuring real-world golf-putting skill. Participants (n = 23) completed baseline putting skill assessment before using an Oculus Rift VR head-mounted display to complete active (putting with a virtual golf club) and passive (watching a game of golf) VR simulations. Measures of presence and agency were administered after each simulation, followed by a final putting skill assessment. The active simulation induced higher feelings of general presence and agency. However, no relationship was identified between presence and either agency or skill improvement. No skill improvement was evident in either the active or passive simulations, potentially due to the short training period applied, as well as a lack of realism in the VR simulations inhibiting a transfer of skills to a real environment. These findings reinforce previous literature that shows active VR to increase feelings of presence and agency. This study generates a number of fruitful research questions about the relationship between presence and skills training. © 2019 The AuthorsPsychology; Virtual reality; Presence; Human factors; Sport psychology © 2019 The Authors","Human factors; Presence; Psychology; Sport psychology; Virtual reality",,Article,"Final","",Scopus,2-s2.0-85074370179
"Chew J.Y., Okayama K., Okuma T., Kawamoto M., Onda H., Kato N.","57189996822;57204778207;7004950282;56257346500;7006391806;57211832917;","Development of A Virtual Environment to Realize Human-Machine Interaction of Forklift Operation",2019,"2019 7th International Conference on Robot Intelligence Technology and Applications, RiTA 2019",,, 8932837,"112","118",,,"10.1109/RITAPP.2019.8932837","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078030425&doi=10.1109%2fRITAPP.2019.8932837&partnerID=40&md5=5c2a1a0ec9614f4b07ba4b3c1567ae88","National Institute of Advanced Industrial Science and Technology, Japan","Chew, J.Y., National Institute of Advanced Industrial Science and Technology, Japan; Okayama, K., National Institute of Advanced Industrial Science and Technology, Japan; Okuma, T., National Institute of Advanced Industrial Science and Technology, Japan; Kawamoto, M., National Institute of Advanced Industrial Science and Technology, Japan; Onda, H., National Institute of Advanced Industrial Science and Technology, Japan; Kato, N., National Institute of Advanced Industrial Science and Technology, Japan","This study presents an experimental concept to develop realistic Human-Machine Interaction (HMI) for a Virtual Environment (VE) and a novel evaluation methodology of such system. Such evaluation is motivated by the need to facilitate transfer of model/knowledge from VE to the Real Environment (RE), where it is crucial for the VE to trigger similar user behavior as in the RE. This paper discusses the application of such concept to evaluate interactions of forklift operation in the VE. First, a Virtual Reality (VR) forklift simulator is developed using motion capture and 3D reconstruction methods to mimic HMI of the real forklift operation. Then, the Dynamic Time Warping (DTW) algorithm is used for temporal evaluation of operation behaviors in VE and RE. Results of DTW (i.e. distance and correlation) are used as objective measures to evaluate fidelity of VE during forklift operations on the simulator. Results suggest the proposed forklift simulator triggers operation behavior which is similar (highly correlated) to that of real forklift operation. The contributions of this paper are (a) the novel VR forklift simulator system to realize interactions of real forklift in the VE, and (b) the proposed objective measures for temporal evaluation of the fidelity of VE. © 2019 IEEE.",,"Behavioral research; Intelligent robots; Man machine systems; Materials handling equipment; Simulators; Dynamic time warping algorithms; Evaluation methodologies; Highly-correlated; Human-machine interaction; Objective measure; Real environments; Simulator systems; Temporal evaluation; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85078030425
"Narciso D., Bessa M., Melo M., Vasconcelos-Raposo J.","57188767021;14031038800;7102354924;36070012200;","Virtual reality for training-the impact of smell on presence, cybersickness, fatigue, stress and knowledge transfer",2019,"ICGI 2019 - Proceedings of the International Conference on Graphics and Interaction",,, 8955071,"115","121",,1,"10.1109/ICGI47575.2019.8955071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078949972&doi=10.1109%2fICGI47575.2019.8955071&partnerID=40&md5=eea844c1f887a3d220806d274c29acf7","UTAD, Engineering Department, Vila Real, Portugal; INESC TEC, Porto, Portugal; UTAD, Departament of Education and Psychology, Vila Real, Portugal","Narciso, D., UTAD, Engineering Department, Vila Real, Portugal; Bessa, M., UTAD, Engineering Department, Vila Real, Portugal; Melo, M., INESC TEC, Porto, Portugal; Vasconcelos-Raposo, J., UTAD, Departament of Education and Psychology, Vila Real, Portugal","The area of professional training using virtual reality technologies has received considerable investment due to the advantages that virtual reality provides over traditional training. In this paper, we present an experiment whose goal was to analyse the impact that an additional stimulus has on the effectiveness of a virtual environment designed to train firefighters. The additional stimulus is a smell, more specifically the smell of burnt wood, which is consistent with the audiovisual content presented, and the effectiveness of the VE is measured through participant's feeling of presence, cybersickness, fatigue, stress and transfer of knowledge. The results indicate that, although the VE was successful in transferring knowledge, the addition of smell did not influence any of the measured variables. In the discussion section, we present the various factors that we believe have influenced this result. As future work, more experiments will be performed, with other stimuli, to understand better which stimuli increase participant's feeling of presence in the VE. © 2019 IEEE.","Multisensory Stimulation; Olfactory Sense; Virtual Reality","Knowledge management; Virtual reality; Audio-visual content; Feeling of presences; Knowledge transfer; Multisensory stimulations; Olfactory sense; Professional training; Transfer of knowledge; Virtual reality technology; E-learning",Conference Paper,"Final","",Scopus,2-s2.0-85078949972
"Yu D., Liang H.-N., Lu X., Fan K., Ens B.","57203763734;8636386200;57210919536;57203767958;53867874600;","Modeling endpoint distribution of pointing selection tasks in virtual reality environments",2019,"ACM Transactions on Graphics","38","6", 3356544,"","",,7,"10.1145/3355089.3356544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078889626&doi=10.1145%2f3355089.3356544&partnerID=40&md5=0e7c4cf924b43bed65cb3efc6fe21c3d","University of Melbourne, Melbourne, Australia; Xi'an Jiaotong-Liverpool University, China; Monash University, Australia","Yu, D., University of Melbourne, Melbourne, Australia, Xi'an Jiaotong-Liverpool University, China; Liang, H.-N., Xi'an Jiaotong-Liverpool University, China; Lu, X., Xi'an Jiaotong-Liverpool University, China; Fan, K., Xi'an Jiaotong-Liverpool University, China; Ens, B., Monash University, Australia","Understanding the endpoint distribution of pointing selection tasks can reveal the underlying patterns on how users tend to acquire a target, which is one of the most essential and pervasive tasks in interactive systems. It could further aid designers to create new graphical user interfaces and interaction techniques that are optimized for accuracy, efficiency, and ease of use. Previous research has explored the modeling of endpoint distribution outside of virtual reality (VR) systems that have shown to be useful in predicting selection accuracy and guide the design of new interactive techniques. This work aims at developing an endpoint distribution of selection tasks for VR systems which has resulted in EDModel, a novel model that can be used to predict endpoint distribution of pointing selection tasks in VR environments. The development of EDModel is based on two users studies that have explored how factors such as target size, movement amplitude, and target depth affect the endpoint distribution. The model is built from the collected data and its generalizability is subsequently tested in complex scenarios with more relaxed conditions. Three applications of EDModel inspired by previous research are evaluated to show the broad applicability and usefulness of the model: Correcting the bias in Fitts's law, predicting selection accuracy, and enhancing pointing selection techniques. Overall, EDModel can achieve high prediction accuracy and can be adapted to different types of applications in VR. © 2019 Association for Computing Machinery.","Endpoint distribution; Error prediction; Fitts's Law; Selection modeling; Target selection","Graphical user interfaces; Virtual reality; Endpoint distribution; Error prediction; Fitts's law; Selection model; Target selection; Forecasting",Article,"Final","",Scopus,2-s2.0-85078889626
"Braly A.M., Nuernberger B., Kim S.Y.","57195557852;56155189000;57205624514;","Augmented Reality Improves Procedural Work on an International Space Station Science Instrument",2019,"Human Factors","61","6",,"866","878",,4,"10.1177/0018720818824464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060878478&doi=10.1177%2f0018720818824464&partnerID=40&md5=d2c29980abe0ea26b6a5af91df1ed688","Jet Propulsion Laboratory, California Institute of Technology, Pasadena, United States","Braly, A.M., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, United States; Nuernberger, B., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, United States; Kim, S.Y., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, United States","Objective: The purpose of the current study was to determine whether an augmented reality instruction method would result in faster task completion times, lower mental workload, and fewer errors for simple tasks in an operational setting. Background: Prior research on procedural work that directly compared augmented reality instructions to traditional instruction methods (e.g., paper) showed that augmented reality instructions can enhance procedural work, but this was not true for simple tasks in an operational setting. Method: Participants completed simple procedural tasks on spaceflight hardware using an augmented reality instruction method and a paper instruction method. Results: Our results showed that the augmented reality instruction method resulted in faster task completion times and lower levels of mental and temporal demand compared with paper instructions. When participants used the augmented reality instruction method before the paper instruction method, there was a transfer of training that improved a subsequent procedure using the paper instruction method. Conclusion: An off-the-shelf augmented reality head-mounted display (HoloLens) can enhance procedural work for simple tasks in an operational setting. Application: The ability of augmented reality to enhance procedural work for simple tasks in an operational setting can help in reducing costs and mitigating risks that could ultimately lead to accidents and critical failures. © 2019, Human Factors and Ergonomics Society.","augmented reality; procedural work; spaceflight","Helmet mounted displays; Space flight; Space stations; Critical failures; Head mounted displays; Instruction methods; International Space stations; procedural work; Space-flight hardware; Traditional instruction; Transfer of trainings; Augmented reality; adult; devices; female; human; male; middle aged; space flight; task performance; workload; young adult; Adult; Augmented Reality; Female; Humans; Male; Middle Aged; Spacecraft; Task Performance and Analysis; Workload; Young Adult",Article,"Final","",Scopus,2-s2.0-85060878478
"He Q., McNamara T.P., Bodenheimer B., Klippel A.","56675107000;7004768772;56133948600;8438953000;","Acquisition and transfer of spatial knowledge during wayfinding",2019,"Journal of Experimental Psychology: Learning Memory and Cognition","45","8",,"1364","1386",,11,"10.1037/xlm0000654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051931514&doi=10.1037%2fxlm0000654&partnerID=40&md5=a0330f54db114282d221d66a78e37eb9","School of Psychology, Georgia Institute of Technology, United States; Department of Psychology, Vanderbilt University, United States; Department of Electrical Engineering and Computer Science, Vanderbilt University, United States; Department of Geography, The Pennsylvania State University, United States","He, Q., School of Psychology, Georgia Institute of Technology, United States; McNamara, T.P., Department of Psychology, Vanderbilt University, United States; Bodenheimer, B., Department of Electrical Engineering and Computer Science, Vanderbilt University, United States; Klippel, A., Department of Geography, The Pennsylvania State University, United States","In the current study, we investigated the ways in which the acquisition and transfer of spatial knowledge were affected by (a) the type of spatial relations predominately experienced during learning (routes determined by walkways vs. straight-line paths between locations); (b) environmental complexity; and (c) the availability of rotational body-based information. Participants learned the layout of a virtual shopping mall by repeatedly searching for target storefronts located in 1 of the buildings. We created 2 novel learning conditions to encourage participants to use either route knowledge (paths on walkways between buildings) or survey knowledge (straight-line distances and directions from storefront to storefront) to find the target, and measured the development of route and survey knowledge in both learning conditions. Environmental complexity was manipulated by varying the alignment of the buildings with the enclosure, and the visibility within space. Body-based information was manipulated by having participants perform the experiment in front of a computer monitor or using a head-mounted display. After navigation, participants pointed to various storefronts from a fixed position and orientation. Results showed that the frequently used spatial knowledge could be developed similarly across environments with different complexities, but the infrequently used spatial knowledge was less developed in the complex environment. Furthermore, rotational body-based information facilitated spatial learning under certain conditions. Our results suggest that path integration may play an important role in spatial knowledge transfer, both from route to survey knowledge (cognitive map construction), and from survey to route knowledge (using cognitive map to guide wayfinding). © 2018 American Psychological Association.","Body-based information; Environmental complexity; Path integration; Spatial knowledge; Spatial navigation","adult; association; attention; distance perception; female; human; male; orientation; problem solving; social environment; spatial orientation; virtual reality; young adult; Adult; Attention; Cues; Distance Perception; Female; Humans; Male; Orientation; Problem Solving; Social Environment; Spatial Navigation; Transfer, Psychology; Virtual Reality; Young Adult",Article,"Final","",Scopus,2-s2.0-85051931514
"Steffen J.H., Gaskin J.E., Meservy T.O., Jenkins J.L., Wolman I.","57200579874;36006215900;8965919200;36713489900;57210317891;","Framework of Affordances for Virtual Reality and Augmented Reality",2019,"Journal of Management Information Systems","36","3",,"683","729",,10,"10.1080/07421222.2019.1628877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070323987&doi=10.1080%2f07421222.2019.1628877&partnerID=40&md5=4cc7e578379bb372fe5452b489db6237","Terry College of Business, University of Georgia, United States; Management Information Systems, Brigham Young University, United States; Information Systems, Brigham Young University, United States; Information Systems, Brigham Young University, United States; Master of Information Systems Management program, Brigham Young University, United States","Steffen, J.H., Terry College of Business, University of Georgia, United States; Gaskin, J.E., Management Information Systems, Brigham Young University, United States; Meservy, T.O., Information Systems, Brigham Young University, United States; Jenkins, J.L., Information Systems, Brigham Young University, United States; Wolman, I., Master of Information Systems Management program, Brigham Young University, United States","Virtual reality (VR) and augmented reality (AR) technologies continue to grow and present possibilities to change the ways we learn, accomplish tasks, and interact with the world. However, widespread adoption has continually languished below purported potential. We suggest that a more complete understanding of the underlying motives driving users to take advantage of VR and AR would aid researchers by consolidating fragmented knowledge across domains and by identifying paths for additional inquiry. Additionally, practitioners could identify areas of unmet motives for using VR and AR. To examine the motives for virtualization, we draw upon Gibson’s seminal work on affordances to create a framework of generalized affordances for virtually assisted activities relative to the affordances of physical reality. This framework facilitates comparison of virtualized activities to non-virtualized activities, comparison of similar activities across VR and AR, and delineates areas of inquiry for future research. The validity of the framework was explored through two quantitative studies and one qualitative study of a wide variety of professionals. We found that participants perceive a significant difference between physical reality and both VR and AR for all proposed affordances, and that for many affordances, users perceive a difference in the ability of AR and VR to enact them. The qualitative study confirmed the general structure of the framework, while also revealing additional sub-affordances to explore. Theoretically, this suggests that examining the affordances that differentiate these technologies from physical reality may be a valid approach to understanding why users adopt these technologies. Practitioners may find success by focusing development on the specific affordances that VR or AR is best equipped to enact. ©, Copyright © Taylor & Francis Group, LLC.","adoption motivations; augmented reality; technology adoption; technology affordances; theoretical framework; virtual reality; virtually assisted activities","Augmented reality; Virtual reality; Adoption motivations; Technology adoption; Technology affordances; Theoretical framework; virtually assisted activities; Engineering education",Article,"Final","",Scopus,2-s2.0-85070323987
"Juliano J.M., Saldana D., Schmiesing A., Liew S.-L.","57209396794;57194044260;57194041188;36992162200;","Experience with head-mounted virtual reality (HMD-VR) predicts transfer of HMD-VR motor skills",2019,"International Conference on Virtual Rehabilitation, ICVR","2019-July",, 8994345,"","",,,"10.1109/ICVR46560.2019.8994345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080146106&doi=10.1109%2fICVR46560.2019.8994345&partnerID=40&md5=e52cf9a653b976ff6d3a6891f629dc26","University of Southern California (USC), Neuroscience Graduate Program, Los Angeles, CA, United States; University of Southern California, Chan Division of Occupational, Los Angeles, CA, United States","Juliano, J.M., University of Southern California (USC), Neuroscience Graduate Program, Los Angeles, CA, United States; Saldana, D., University of Southern California, Chan Division of Occupational, Los Angeles, CA, United States; Schmiesing, A., University of Southern California, Chan Division of Occupational, Los Angeles, CA, United States; Liew, S.-L., University of Southern California, Chan Division of Occupational, Los Angeles, CA, United States","Immersive, head-mounted virtual reality (HMD-VR) has the potential to be a useful tool for motor rehabilitation. However, when developing tools for rehabilitation, it is essential to design interventions that will be most effective for generalizing to the real world. Therefore, it is important to understand what factors facilitate transfer from HMD-VR to non-HMD-VR environments. Here we used a well-established test of skilled motor learning, the Sequential Visual Isometric Pinch Task (SVIPT), to train healthy individuals in an HMD-VR environment. We examined whether learned motor skills transferred to a more conventional (non-HMD-VR) environment and what factors facilitated transfer. Our results suggest that on average, learned motor skills from this task transfer from an immersive virtual environment to a conventional environment; however, some individuals did not transfer the learned motor skills. We then examined individual differences between those that did show transfer and those that did not. We found that individuals who had previous exposure to HMD-VR were more likely to transfer their learned motor skills than those who did not. Individual differences in previous exposure to HMD-VR environments prior to training may serve as a predictor to whether learned motor skills will transfer out of HMD-VR. © 2019 IEEE.","head-mounted virtual reality; skilled motor learning; transfer","Helmet mounted displays; Virtual reality; Head mounted virtual reality; Healthy individuals; Immersive virtual environments; Individual Differences; Motor learning; Motor rehabilitation; Task transfer; transfer; Transfer learning",Conference Paper,"Final","",Scopus,2-s2.0-85080146106
"Maidenbaum S., Patel A., Stein E., Jacobs J.","54585718400;57202138700;57216239090;35558503500;","Spatial Memory Rehabilitation in Virtual Reality - Extending findings from Epilepsy Patients to the General Population",2019,"International Conference on Virtual Rehabilitation, ICVR","2019-July",, 8994573,"","",,3,"10.1109/ICVR46560.2019.8994573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077928726&doi=10.1109%2fICVR46560.2019.8994573&partnerID=40&md5=44af684832ef69c1fb3ec696f673b77f","Columbia University, Biomedical EngineeringNY, United States","Maidenbaum, S., Columbia University, Biomedical EngineeringNY, United States; Patel, A., Columbia University, Biomedical EngineeringNY, United States; Stein, E., Columbia University, Biomedical EngineeringNY, United States; Jacobs, J., Columbia University, Biomedical EngineeringNY, United States","Spatial memory is a critical function. Without it, we cannot understand our environment, situate ourselves within it, or remember where items are located. Most research on the neural basis of spatial memory is conducted either with invasive brain recordings from animals or with non-invasive imaging in humans. An emerging way to link these areas is by studying rare invasive recordings from the human brain, which can be obtained from epilepsy patients who have electrodes surgically implanted for seizure mapping. In recent years this invasive method has expanded our understanding of how the human brain represents space and has also suggested methods for modulating and potentially rehabilitating memory. However, it is unclear whether these results from epilepsy patients generalize to the non-epileptic population, and from testing in hospital rooms to more immersive and comfortable setups. Here, groups of epilepsy patients (n=69) and healthy participants (n=17) performed the same virtual spatial memory task, enabling us to compare their spatial memory performance. Moreover, we compared spatial memory performance between a standard computer screen versus a head-mounted display. We found that the spatial memory performance of epilepsy patients performing our task in a hospital was similar to that of matched healthy participants performing the task in the lab. Furthermore, actual spatial memory performance was similar on the group level irrespective of the interface used, despite the fact that subjects reported higher immersion with the head mounted display. By showing consistent spatial memory performance with a single paradigm across epilepsy patients and healthy participants, as well as with the use of different display modalities, our results provide a baseline for evaluating findings regarding the neural basis of spatial memory and neuromodulation for rehabilitation. More broadly, these results demonstrate that findings from neurosurgical patients are comparable to the wider population. © 2019 IEEE.","Epilepsy; Immersive; Memory Rehabilitation; Spatial memory; Virtual Reality","Brain; Brain mapping; Helmet mounted displays; Hospitals; Neurology; Virtual reality; Critical functions; Epilepsy; General population; Head mounted displays; Immersive; Neurosurgical patients; Non-invasive imaging; Spatial memory; Patient rehabilitation",Conference Paper,"Final","",Scopus,2-s2.0-85077928726
"Wei S.-E., Saragih J., Simon T., Harley A.W., Lombardi S., Perdoch M., Hypes A., Wang D., Badino H., Sheikh Y.","55485702800;16178291100;36444916900;56115289800;57204687314;24822136000;57189798081;57211427209;8981371600;9437184000;","VR facial animation via multiview image translation",2019,"ACM Transactions on Graphics","38","4", 67,"","",,16,"10.1145/3306346.3323030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073888466&doi=10.1145%2f3306346.3323030&partnerID=40&md5=f6eae33b4d0ae00f03aadbb5bba01c86","Carnegie Mellon University, Facebook Reality Labs, United States; Facebook Reality Labs, Pittsburgh, PA, United States","Wei, S.-E., Facebook Reality Labs, Pittsburgh, PA, United States; Saragih, J., Facebook Reality Labs, Pittsburgh, PA, United States; Simon, T., Facebook Reality Labs, Pittsburgh, PA, United States; Harley, A.W., Carnegie Mellon University, Facebook Reality Labs, United States, Facebook Reality Labs, Pittsburgh, PA, United States; Lombardi, S., Facebook Reality Labs, Pittsburgh, PA, United States; Perdoch, M., Facebook Reality Labs, Pittsburgh, PA, United States; Hypes, A., Facebook Reality Labs, Pittsburgh, PA, United States; Wang, D., Facebook Reality Labs, Pittsburgh, PA, United States; Badino, H., Facebook Reality Labs, Pittsburgh, PA, United States; Sheikh, Y., Facebook Reality Labs, Pittsburgh, PA, United States","A key promise of Virtual Reality (VR) is the possibility of remote social interaction that is more immersive than any prior telecommunication media. However, existing social VR experiences are mediated by inauthentic digital representations of the user (i.e., stylized avatars). These stylized representations have limited the adoption of social VR applications in precisely those cases where immersion is most necessary (e.g., professional interactions and intimate conversations). In this work, we present a bidirectional system that can animate avatar heads of both users’ full likeness using consumer-friendly headset mounted cameras (HMC). There are two main challenges in doing this: unaccommodating camera views and the image-to-avatar domain gap. We address both challenges by leveraging constraints imposed by multiview geometry to establish precise image-to-avatar correspondence, which are then used to learn an end-to-end model for real-time tracking. We present designs for a training HMC, aimed at data-collection and model building, and a tracking HMC for use during interactions in VR. Correspondence between the avatar and the HMC-acquired images are automatically found through self-supervised multiview image translation, which does not require manual annotation or one-to-one correspondence between domains. We evaluate the system on a variety of users and demonstrate significant improvements over prior work. © 2019 Copyright held by the owner/author(s).","And Phrases: Face Tracking; Differentiable Rendering; Unsupervised Image Style Transfer","Virtual reality; Bidirectional system; Differentiable Rendering; Digital representations; Face Tracking; Multi-view geometry; Professional interactions; Social interactions; Unsupervised Image Style Transfer; Cameras",Article,"Final","",Scopus,2-s2.0-85073888466
"Vertemati M., Cassin S., Rizzetto F., Vanzulli A., Elli M., Sampogna G., Gallieni M.","6602085318;57205576019;57205575796;16026541900;7003507564;57193081915;7004243711;","A Virtual Reality Environment to Visualize Three-Dimensional Patient-Specific Models by a Mobile Head-Mounted Display",2019,"Surgical Innovation","26","3",,"359","370",,7,"10.1177/1553350618822860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060629868&doi=10.1177%2f1553350618822860&partnerID=40&md5=e7b6cc98e1f592ddf43393f6e8f6d519","Università degli Studi di Milano, Milan, Italy","Vertemati, M., Università degli Studi di Milano, Milan, Italy; Cassin, S., Università degli Studi di Milano, Milan, Italy; Rizzetto, F., Università degli Studi di Milano, Milan, Italy; Vanzulli, A., Università degli Studi di Milano, Milan, Italy; Elli, M., Università degli Studi di Milano, Milan, Italy; Sampogna, G., Università degli Studi di Milano, Milan, Italy; Gallieni, M., Università degli Studi di Milano, Milan, Italy","Introduction. With the availability of low-cost head-mounted displays (HMDs), virtual reality environments (VREs) are increasingly being used in medicine for teaching and clinical purposes. Our aim was to develop an interactive, user-friendly VRE for tridimensional visualization of patient-specific organs, establishing a workflow to transfer 3-dimensional (3D) models from imaging datasets to our immersive VRE. Materials and Methods. This original VRE model was built using open-source software and a mobile HMD, Samsung Gear VR. For its validation, we enrolled 33 volunteers: morphologists (n = 11), trainee surgeons (n = 15), and expert surgeons (n = 7). They tried our VRE and then filled in an original 5-point Likert-type scale 6-item questionnaire, considering the following parameters: ease of use, anatomy comprehension compared with 2D radiological imaging, explanation of anatomical variations, explanation of surgical procedures, preoperative planning, and experience of gastrointestinal/neurological disorders. Results in the 3 groups were statistically compared using analysis of variance. Results. Using cross-sectional medical imaging, the developed VRE allowed to visualize a 3D patient-specific abdominal scene in 1 hour. Overall, the 6 items were evaluated positively by all groups; only anatomy comprehension was statistically significant different among the 3 groups. Conclusions. Our approach, based on open-source software and mobile hardware, proved to be a valid and well-appreciated system to visualize 3D patient-specific models, paving the way for a potential new tool for teaching and preoperative planning. © The Author(s) 2019.","anatomy; head-mounted display; mobile; training; virtual reality","anatomy; Article; clinical practice; computer assisted tomography; human; image segmentation; medical education; nuclear magnetic resonance imaging; partial nephrectomy; questionnaire; radiography; surgeon; surgical technique; surgical training; three-dimensional imaging; training; treatment planning; virtual reality; computer assisted surgery; computer interface; devices; equipment design; software; three dimensional imaging; x-ray computed tomography; Equipment Design; Humans; Imaging, Three-Dimensional; Magnetic Resonance Imaging; Software; Surgery, Computer-Assisted; Surveys and Questionnaires; Tomography, X-Ray Computed; User-Computer Interface; Virtual Reality",Article,"Final","",Scopus,2-s2.0-85060629868
"Makransky G., Terkildsen T.S., Mayer R.E.","50361371800;57205338475;7403065717;","Adding immersive virtual reality to a science lab simulation causes more presence but less learning",2019,"Learning and Instruction","60",,,"225","236",,159,"10.1016/j.learninstruc.2017.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039065813&doi=10.1016%2fj.learninstruc.2017.12.007&partnerID=40&md5=bec8f76c5a5c407cea29ee47829f155c","Department of Psychology, University of Copenhagen, Copenhagen, Denmark; Psychological and Brain Sciences, University of California Santa BarbaraCA, United States","Makransky, G., Department of Psychology, University of Copenhagen, Copenhagen, Denmark; Terkildsen, T.S., Department of Psychology, University of Copenhagen, Copenhagen, Denmark; Mayer, R.E., Psychological and Brain Sciences, University of California Santa BarbaraCA, United States","Virtual reality (VR) is predicted to create a paradigm shift in education and training, but there is little empirical evidence of its educational value. The main objectives of this study were to determine the consequences of adding immersive VR to virtual learning simulations, and to investigate whether the principles of multimedia learning generalize to immersive VR. Furthermore, electroencephalogram (EEG) was used to obtain a direct measure of cognitive processing during learning. A sample of 52 university students participated in a 2 × 2 experimental cross-panel design wherein students learned from a science simulation via a desktop display (PC) or a head-mounted display (VR); and the simulations contained on-screen text or on-screen text with narration. Across both text versions, students reported being more present in the VR condition (d = 1.30); but they learned less (d = 0.80), and had significantly higher cognitive load based on the EEG measure (d = 0.59). In spite of its motivating properties (as reflected in presence ratings), learning science in VR may overload and distract the learner (as reflected in EEG measures of cognitive load), resulting in less opportunity to build learning outcomes (as reflected in poorer learning outcome test performance). © 2017 Elsevier Ltd","Cognitive load; EEG; Presence; Redundancy principle; Simulation; Virtual reality",,Article,"Final","",Scopus,2-s2.0-85039065813
