Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Jakl A., Lienhart A.-M., Baumann C., Jalaeefar A., Schlager A., Schoffer L., Bruckner F.","35242591600;57216955058;57216949185;57216948882;57216950067;57205459948;56562723100;","Enlightening Patients with Augmented Reality",2020,"Proceedings - 2020 IEEE Conference on Virtual Reality and 3D User Interfaces, VR 2020",,, 9089476,"195","203",,1,"10.1109/VR46266.2020.1581532258804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085526448&doi=10.1109%2fVR46266.2020.1581532258804&partnerID=40&md5=4538f04908530fbf0229b5588000429e","University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria","Jakl, A., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria; Lienhart, A.-M., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria; Baumann, C., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria; Jalaeefar, A., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria; Schlager, A., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria; Schoffer, L., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria; Bruckner, F., University of Applied Sciences, Institute of Creative\Media/Technologies, St. Pölten, Austria","Enlightening Patients with Augmented Reality (EPAR) enhances patient education with new possibilities offered by Augmented Reality. Medical procedures are becoming increasingly complex and printed information sheets are often hard to understand for patients. EPAR developed an augmented reality prototype that helps patients with strabismus to better understand the processes of examinations and eye surgeries. By means of interactive storytelling, three identified target groups based on user personas were able to adjust the level of information transfer based on their interests. We performed a 2-phase evaluation with a total of 24 test subjects, resulting in a final system usability score of 80.0. For interaction prompts concerning virtual 3D content, visual highlights were considered to be sufficient. Overall, participants thought that an AR system as a complementary tool could lead to a better understanding of medical procedures. © 2020 IEEE.","concepts and paradigms Human-centered computing; Human-centered computing; Interaction design theory; Interface design prototyping Human-centered computing; Mixed / augmented reality Human-centered computing; Usability testing","Augmented reality; User interfaces; Complementary tools; Information sheets; Information transfers; Interactive storytelling; Medical procedures; Patient education; System usability; Target group; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85085526448
"Tsuchiya K., Koizumi N.","57205476444;36117906000;","An Optical Design for Avatar-User Co-axial Viewpoint Telepresence",2020,"Proceedings - 2020 IEEE Conference on Virtual Reality and 3D User Interfaces, VR 2020",,, 9089599,"108","116",,1,"10.1109/VR46266.2020.1581039456803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085502301&doi=10.1109%2fVR46266.2020.1581039456803&partnerID=40&md5=c03cd4ec5a2d9c8038db72edce4b185e","University of Electro-Communications, Japan; University of Electro-Communications, JST PRESTO, Japan","Tsuchiya, K., University of Electro-Communications, Japan; Koizumi, N., University of Electro-Communications, JST PRESTO, Japan","We propose a mid-air image system for telepresence. Virtual reality (VR) social networks enable users to interact with each other through CG avatars and choose their appearances freely. However, this is only possible in VR space. We propose a system that takes the avatar from VR space to real space with the help of mid-air imaging technology. In this system, the micro-mirror array plates (MMAPs) display the mid-air image and optically transfer the camera viewpoint to capture users from the mid-air image position. Luminance measurement and modulation transfer function (MTF) measurement were performed to evaluate the image capturing performance of this system. As a result, we found that the MMAPs ccause a decrease in brightness and an increase in blur. In addition, the stray light generated by the MMAPs was in the captured video. We also confirmed that face detection works correctly on the captured video by adjusting the ISO sensitivity of the camera. Furthermore, we designed an application for telepresence called Levitar, which uses a dual camera to output the captured video to the HMD and controls the camera gaze direction. © 2020 IEEE.","Displays and imagers; Human computer interaction (HCI); Human-centered computing; Interaction devices","Cameras; Face recognition; Imaging techniques; Luminance; Optical design; Stray light; User interfaces; Visual communication; Gaze direction; Image capturing; Image position; Image systems; Imaging technology; Luminance measurements; Micromirror array; Modulation transfer function measurements; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85085502301
"McAfee R., Haxton C., Harrison M., Gess J.","57211430363;57219341623;57203269478;56377503700;","Thermal Characterization of a Virtual Reality Headset during Transient and Resting Operation",2020,"36th Annual Semiconductor Thermal Measurement, Modeling and Management Symposium, SEMI-THERM 2020 - Proceedings",,, 9142850,"131","136",,,"10.23919/SEMI-THERM50369.2020.9142850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092285747&doi=10.23919%2fSEMI-THERM50369.2020.9142850&partnerID=40&md5=22b521e31bbda9480fddc59b5f1cfd82","Oregon State University, 204 Rogers Hall, Corvallis, OR  97331, United States","McAfee, R., Oregon State University, 204 Rogers Hall, Corvallis, OR  97331, United States; Haxton, C., Oregon State University, 204 Rogers Hall, Corvallis, OR  97331, United States; Harrison, M., Oregon State University, 204 Rogers Hall, Corvallis, OR  97331, United States; Gess, J., Oregon State University, 204 Rogers Hall, Corvallis, OR  97331, United States","Virtual Reality (VR) is a powerful tool for maintenance process development, engineering design, pedagogy, and combat training. The evolution of the gaming industry has driven the demand for comfortable and reliable VR performance. By using the headset's user datasheet defined MicroController Unit's (MCU) operational temperature, the thermal resistance of the headset used in this study was found to have an external resistance, Rja, of 29.1 K/W, but 28.6% of this heat load is transmitted to the user. Relying on the user's body, specifically the forehead, as a heat sink results in uncomfortable perspiration during usage. Collected data show that after 2 hours of operation, the temperature increases 2.8°C on average when the headset is removed from the user and placed at rest while still operational. The maximum temperature increase is 5.6°C at the top of the VR headset, the surface nearest the internal MCU. This temperature spike proves that the headset needs more effective convective surface area in order to maintain a steady and comfortable operational temperature during 'headset on' and 'headset off' usage as the user's body was not available as a heat sink in the latter mode. A copper sheet has been added inside the headset to thermally connect all of the external surfaces on the device, effectively increasing the optimal convective heat transfer by 61%. The temperature nearest the MCU dropped 6.5°C with the improved thermal management solution and users reported a 25% reduction in perspiration during prolonged use. © 2020 STEF.","comfort measurements; consumer products; free convection; heat transfer; thermal management; Virtual Reality; Wearable","Heat convection; Heat resistance; Heat sinks; Microcontrollers; Thermal variables measurement; Convective heat transfer; Convective surfaces; Maximum temperature; Microcontroller unit; Operational temperature; Temperature increase; Thermal characterization; Virtual-reality headsets; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85092285747
"Gainer S., Eadara S., Haskins J., Huse W., Zhu B., Boyd B., Laird C., Farantatos J.J., Jerald J.","57210917259;57216937631;57210912110;57210916941;57216935372;57210914790;57210912932;57216935098;6507201978;","A Customized Input Device for Simulating the Detection of Hazardous Materials",2020,"Proceedings - 2020 IEEE Conference on Virtual Reality and 3D User Interfaces, VRW 2020",,, 9090446,"7","12",,1,"10.1109/VRW50115.2020.0-267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085388847&doi=10.1109%2fVRW50115.2020.0-267&partnerID=40&md5=39fb1b83ac3d65296b85cb03779968a6","NextGen Interactions","Gainer, S., NextGen Interactions; Eadara, S., NextGen Interactions; Haskins, J., NextGen Interactions; Huse, W., NextGen Interactions; Zhu, B., NextGen Interactions; Boyd, B., NextGen Interactions; Laird, C., NextGen Interactions; Farantatos, J.J., NextGen Interactions; Jerald, J., NextGen Interactions","Although consumer VR controllers work well for gaming and general VR usage, they are not necessarily appropriate for specific professional needs. Instead of attempting to build generalized hand controllers with the goal of satisfying a broad range of users, we built a novel input device for the specific needs of a specific target audience - firefighters. We accomplished this by talking with over 30 firefighters. Their input was in the form of one-on-one discussions, focus groups, questionnaires, and feedback on our work in progress. Based on their input, we 1) identified a specific need - the simulation of detecting hazardous materials, 2) built a physical air monitoring device, that more closely matches firefighters actual air monitoring devices than standard VR controllers, and 3) implemented a hazardous materials scenario that consist of both physical and virtual elements. © 2020 IEEE.","Hardware - Emerging technologies - Emerging interfaces; Human-centered computing - Human computer interaction (HCI) - Interaction devices - Haptic devices; Human-centered computing - Human computer interaction (HCI) - Interaction paradigms - Virtual reality","Air pollution; Controllers; Fire extinguishers; Hazardous materials; Hazards; Knobs; Surveys; User interfaces; Air monitoring; Detection of hazardous materials; Focus groups; Input devices; Target audience; Virtual elements; Work in progress; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85085388847
"Charlton C.T., Kellems R.O., Black B., Bussey H.C., Ferguson R., Goncalves B., Jensen M., Vallejo S.","35268100800;36170797200;57212386847;57212373554;57212391738;57212388966;57212377648;57212374967;","Effectiveness of avatar-delivered instruction on social initiations by children with Autism Spectrum Disorder",2020,"Research in Autism Spectrum Disorders","71",, 101494,"","",,3,"10.1016/j.rasd.2019.101494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076530317&doi=10.1016%2fj.rasd.2019.101494&partnerID=40&md5=f0dae624469a2ad642c0f90abc0197f9","Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States","Charlton, C.T., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Kellems, R.O., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Black, B., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Bussey, H.C., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Ferguson, R., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Goncalves, B., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Jensen, M., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States; Vallejo, S., Department of Counseling Psychology & Special Education, 340-N MCKB, Brigham Young University, Provo, UT  84602, United States","Background: Individuals with autism often struggle to establish and maintain positive relationships with peers and adults due to communication and social difficulties. Reviews of the research literature on social skills curricula suggest these approaches may be less than effective and often fail to promote generalization of acquired skills. Advances in the availability and adaptability of live animation and digital avatars could provide interventionists a tool to maximize engagement during instruction and program for generalization. The purpose of this study was to examine the effects of an avatar-based social skills intervention on participants’ social initiations in a clinical setting and with same-age peers. Method: The research team used a nonconcurrent multiple baseline design to evaluate the effects of instruction from an avatar on students' social skills. Systematic direct observation and the Social Skills Improvement System were used to evaluate the effects of an avatar delivered social skills lesson. Social validity was measured from the perspective of both participants and their parents. Results: Following instruction from an avatar, participants’ percentage of independent steps completed in the skill “starting a conversation” increased to consistently above 80 %, or above typical mastery levels. Participants’ conversation skills generalized to interactions with same-age peers. Finally, parents reported small positive gains in social skills, and participants indicated the intervention was socially valid. Conclusions: The findings from this study support the use of technology-aided interventions and instruction, specifically the use of live animation avatars. Future studies could extend use of this technology beyond the relatively simple, yet effective, application described here. © 2019","Autism; Avatar; Conversations; Generalization; Live-animation; Social skills","Article; autism; avatar; child; clinical article; clinical effectiveness; controlled study; conversation; female; human; interpersonal communication; male; priority journal; problem behavior; self control; social competence; social interaction; social validity; virtual reality",Article,"Final","",Scopus,2-s2.0-85076530317
"Rodrigues Armijo P., Huang C.-K., Carlson T., Oleynikov D., Siu K.-C.","55945306500;55208770400;57212145600;35474063300;57192938181;","Ergonomics Analysis for Subjective and Objective Fatigue Between Laparoscopic and Robotic Surgical Skills Practice Among Surgeons",2020,"Surgical Innovation","27","1",,"81","87",,2,"10.1177/1553350619887861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076003369&doi=10.1177%2f1553350619887861&partnerID=40&md5=b28e3591514c60df1910744cad0bb011","University of Nebraska Medical Center, Omaha, NE, United States; University of Kansas Medical Center, Kansas City, KS, United States","Rodrigues Armijo, P., University of Nebraska Medical Center, Omaha, NE, United States; Huang, C.-K., University of Nebraska Medical Center, Omaha, NE, United States, University of Kansas Medical Center, Kansas City, KS, United States; Carlson, T., University of Nebraska Medical Center, Omaha, NE, United States; Oleynikov, D., University of Nebraska Medical Center, Omaha, NE, United States; Siu, K.-C., University of Nebraska Medical Center, Omaha, NE, United States","Introduction. Our aim was to determine how self-reported and objectively measured fatigue of upper limb differ between laparoscopic and robotic surgical training environments. Methods. Surgeons at the 2016 SAGES Conference Learning Center and at our institution were enrolled. Two standardized surgical tasks (peg transfer [PT] and needle passing [NP]) were performed twice in each surgical skills practical environments: (1) laparoscopic training-box environment (Fundamentals of Laparoscopic Surgery [FLS]) and (2) Mimic dV-trainer (MIMIC). Muscle activation of upper trapezius (UT), anterior deltoid (AD), flexor carpi radialis, and extensor digitorum were recorded using surface electromyography (EMG; Trigno, Delsys, Inc, Natick, MA). Subjective fatigue was self-reported using Piper Fatigue Scale-12. Analysis was done using SPSS v25.0, α =.05. Results. Demographics were similar between FLS (N = 14) and MIMIC (N = 12). For PT, MIMIC had a significant increase in EMGRMS of UT (P &lt;.001) and AD (P &lt;.001). Conversely, FLS led to significant decreased muscle fatigue in UT (P =.015). For NP, MIMIC had a significant increase in EMGRMS for UT (P =.034) and AD (P =.031), but FLS induced more muscle fatigue for AD (P =.004). There was significant decrease in self-reported fatigue after performing FLS tasks (P =.030) but not after MIMIC (P =.663). Conclusion. Our results showed that practice with MIMIC resulted in greater activation of shoulder muscles, while FLS caused more significant muscle fatigue in the same muscles. This could be due to ergonomic disadvantages and nonoptimal ergonomic settings. Further studies are needed to understand the optimal ergonomics and its impact on fatigue and muscle activation during use of both the FLS and MIMIC training systems. © The Author(s) 2019.","ergonomics; human factors study; simulation; surgical education","adult; Article; disease assessment; electromyography; ergonomics; extensor digitorum longus muscle; female; flexor carpi radialis muscle; Functional Assessment of Chronic Illness Therapy Fatigue Scale; health survey; human; laparoscopic surgery; male; minimally invasive surgery; muscle fatigue; needle passing; outcome assessment; peg transfer; piper fatigue scale 12; procedures; questionnaire; robotic surgical procedure; self report; skill; surgeon; surgical technique; training; trapezius muscle; upper limb; clinical competence; education; ergonomics; laparoscopy; muscle fatigue; physiology; procedures; robot assisted surgery; skeletal muscle; surgeon; Adult; Clinical Competence; Electromyography; Ergonomics; Female; Humans; Laparoscopy; Male; Muscle Fatigue; Muscle, Skeletal; Robotic Surgical Procedures; Surgeons; Upper Extremity",Article,"Final","",Scopus,2-s2.0-85076003369
"Kaplan A.D., Cruit J., Endsley M., Beers S.M., Sawyer B.D., Hancock P.A.","57203577853;55957076800;7003719103;57215654078;36025972800;7102723856;","The Effects of Virtual Reality, Augmented Reality, and Mixed Reality as Training Enhancement Methods: A Meta-Analysis",2020,"Human Factors",,,,"","",,12,"10.1177/0018720820904229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081603757&doi=10.1177%2f0018720820904229&partnerID=40&md5=23181c622324b7e6e21a3cb74deec76b","University of Central Florida, Orlando, United States; SA Technologies, Gold Canyon, AZ, United States; MITRE Corporation, Colorado Springs, CO, United States","Kaplan, A.D., University of Central Florida, Orlando, United States; Cruit, J., University of Central Florida, Orlando, United States; Endsley, M., SA Technologies, Gold Canyon, AZ, United States; Beers, S.M., MITRE Corporation, Colorado Springs, CO, United States; Sawyer, B.D., University of Central Florida, Orlando, United States; Hancock, P.A., University of Central Florida, Orlando, United States","Objective: The objective of this meta-analysis is to explore the presently available, empirical findings on transfer of training from virtual (VR), augmented (AR), and mixed reality (MR) and determine whether such extended reality (XR)-based training is as effective as traditional training methods. Background: MR, VR, and AR have already been used as training tools in a variety of domains. However, the question of whether or not these manipulations are effective for training has not been quantitatively and conclusively answered. Evidence shows that, while extended realities can often be time-saving and cost-saving training mechanisms, their efficacy as training tools has been debated. Method: The current body of literature was examined and all qualifying articles pertaining to transfer of training from MR, VR, and AR were included in the meta-analysis. Effect sizes were calculated to determine the effects that XR-based factors, trainee-based factors, and task-based factors had on performance measures after XR-based training. Results: Results showed that training in XR does not express a different outcome than training in a nonsimulated, control environment. It is equally effective at enhancing performance. Conclusion: Across numerous studies in multiple fields, extended realities are as effective of a training mechanism as the commonly accepted methods. The value of XR then lies in providing training in circumstances, which exclude traditional methods, such as situations when danger or cost may make traditional training impossible. © Copyright 2020, Commonwealth of Australia, as represented by the Department of Defence, Science, and Technology.","immersive environments; meta-analysis; transfer of training; virtual environments","Augmented reality; Mixed reality; Virtual reality; Control environment; Empirical findings; Immersive environment; Meta analysis; Performance measure; Training enhancement; Training methods; Transfer of trainings; E-learning; article; augmented reality; effect size; human; meta analysis; transfer of learning; virtual reality",Article,"Article in Press","",Scopus,2-s2.0-85081603757
"Carreon A., Smith S.J., Mosher M., Rao K., Rowland A.","57200799882;8063955600;57219305897;57221021182;56821362700;","A Review of Virtual Reality Intervention Research for Students With Disabilities in K–12 Settings",2020,"Journal of Special Education Technology",,,,"","",,,"10.1177/0162643420962011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092143583&doi=10.1177%2f0162643420962011&partnerID=40&md5=24117c6927194ddf8e5de88897d87620","The University of Kansas, Lawrence, KS, United States; University of Hawaii, Honolulu, HI, United States","Carreon, A., The University of Kansas, Lawrence, KS, United States; Smith, S.J., The University of Kansas, Lawrence, KS, United States; Mosher, M., The University of Kansas, Lawrence, KS, United States; Rao, K., University of Hawaii, Honolulu, HI, United States; Rowland, A., The University of Kansas, Lawrence, KS, United States","Virtual reality (VR) technology has improved in access and availability in the area of K–12 instruction, increasingly being cited for its promise to meet the varied learning needs of individuals with disabilities. This descriptive review of 25 research studies conducted in K–12 settings examined the defining characteristics of immersion levels associated with VR, the purpose and application of the augmented reality intervention, the outcomes associated with the current use of VR, and the possibility of generalization beyond VR. The results of the review reveal that a majority of studies are utilizing nonimmersive screen-based simulations. While still considered under the VR domain, these technologies do not take advantage of the features of semi- and fully immersive VR which make it an appealing intervention for students with disabilities. Based on the results of this review, we provide recommendations to establish a strong research base on emerging VR technology and its use for students with disabilities in the K–12 classroom. © The Author(s) 2020.","assistive technology; instructional technology; literature review; methodologies; mixed reality; mobile devices; technology perspectives; virtual reality",,Article,"Article in Press","",Scopus,2-s2.0-85092143583
"Cristea D.S., Rusu C.C., Mistodie L.R., Ivanov M., Leontin A.","39860898100;18435404300;8531354900;57220005717;57220008357;","Immersive data analytics for enhancing organisational knowledge transfer processes through a custom developed virtual reality framework",2020,"eLearning and Software for Education Conference",,,,"92","100",,,"10.12753/2066-026X-20-097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096497931&doi=10.12753%2f2066-026X-20-097&partnerID=40&md5=0f6fe1ccb533535691d1258b52874aba","University ‘Dunărea de Jos’, Str. Domnească 47, Galati, Romania; S.C. ALTFACTOR SRL, Str. Domnească 47, Galati, Romania","Cristea, D.S., University ‘Dunărea de Jos’, Str. Domnească 47, Galati, Romania; Rusu, C.C., University ‘Dunărea de Jos’, Str. Domnească 47, Galati, Romania; Mistodie, L.R., University ‘Dunărea de Jos’, Str. Domnească 47, Galati, Romania; Ivanov, M., S.C. ALTFACTOR SRL, Str. Domnească 47, Galati, Romania; Leontin, A., S.C. ALTFACTOR SRL, Str. Domnească 47, Galati, Romania","During the past years, virtual reality (VR) and augmented reality (AR) improved a lot from both accessibility and hardware capabilities perspectives. Currently, this type of software applications is encouraged to be part of various domains. This paper presents how virtual reality technologies can provide a novel, immersive, approach of one of the most used data science tasks, respectively data analytics, that can be used to enhance the effectiveness of the organizational knowledge transfer. Knowledge transfer, a process used in various industries including education, business, social and technology, plays an important role in the overall learning process, introducing new ways of sharing resources and people experience. As a data scientist, it is usually said that about 80% of the time will be used doing EDA (exploratory data analytics scenarios). Our research targeted the enhancement of organizational knowledge transfer processes by using immersive EDA. Our paper emphasizes the fact that VR offers extended possibilities for sustaining data analytics strategies, improving them with a new immersive perspective. Virtual learning environments can be used to build skills and one challenge for virtual reality, when applied in education or training, is to assess Virtual Environments effectiveness. Immersive data analytics can ease the effort of quantifying how effective a specific virtual scenario was for a group of users. The presented study also emphasises on how VR technologies can provide more detailed immersive analytics that can be used in optimizing knowledge transfer and implicitly learning processes, by potentially analysing every move of the learners, assessing the evolution of the user learning/performance, respectively understanding user reaction speed (response times) in various contexts similar to real world scenarios. Also, through immersive analytics, it is possible to determine learners emotional state and their level of attention, being possible to provide a more personalised interactive experience for enhancing learning efficiency. © 2020, National Defence University - Carol I Printing House. All rights reserved.","Data science; E-learning; Immersive data analytics; Knowledge transfer; Virtual reality",,Conference Paper,"Final","",Scopus,2-s2.0-85096497931
"Balzerkiewitz H.-P., Stechert C.","57219207718;24448259400;","Use of Virtual Reality in Product Development by Distributed Teams",2020,"Procedia CIRP","91",,,"577","582",,,"10.1016/j.procir.2020.02.216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091709372&doi=10.1016%2fj.procir.2020.02.216&partnerID=40&md5=b9c2cf61ceefb8d3f8b8d602c11ebcad","Ostfalia University of Applied Science, Wolfenbüttel, Germany","Balzerkiewitz, H.-P., Ostfalia University of Applied Science, Wolfenbüttel, Germany; Stechert, C., Ostfalia University of Applied Science, Wolfenbüttel, Germany","This paper shows how future VR software improvements can support work in distributed teams. The comprehensive summary to the topics ""VR-technology"" and ""working in distributed teams"" lead to the following recommendations. In order to improve distributed teamwork in product development in the future the VR-technology can be a suitable tool. Therefor the data transfer between CAD and VR must be smooth. Moreover, existing or new VR-Software must be adapted in a way that allows the creation of 3D objects directly in the virtual environment. © 2017 The Authors. Published by Elsevier B.V.","Distributed Teams; Product Development; Virtual Reality","Computer aided design; Data transfer; Product development; 3D object; Distributed teams; VR technology; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85091709372
"Matsangidou M., Otkhmezuri B., Ang C.S., Avraamides M., Riva G., Gaggioli A., Iosif D., Karekla M.","57196007400;57196009850;15831174100;6506947139;56962750600;6603138127;57219454910;7801543407;","“Now i can see me” designing a multi-user virtual reality remote psychotherapy for body weight and shape concerns",2020,"Human-Computer Interaction",,,,"","",,3,"10.1080/07370024.2020.1788945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092795269&doi=10.1080%2f07370024.2020.1788945&partnerID=40&md5=67a8f0e1d96c2ded63dded4a70672b50","School of Engineering and Digital Arts, University of Kent, Kent, United Kingdom; Research Center on Interactive Media, Smart systems and Emerging technologies ltd, Nicosia, Cyprus; School of Psychology, University of Cyprus, Nicosia, Cyprus; School of Psychology, Università Cattolica Del Sacro Cuore, Milan, Italy; Applied Technology for Neuro-Psychology Lab, Milan, Italy","Matsangidou, M., School of Engineering and Digital Arts, University of Kent, Kent, United Kingdom, Research Center on Interactive Media, Smart systems and Emerging technologies ltd, Nicosia, Cyprus; Otkhmezuri, B., School of Engineering and Digital Arts, University of Kent, Kent, United Kingdom; Ang, C.S., School of Engineering and Digital Arts, University of Kent, Kent, United Kingdom; Avraamides, M., Research Center on Interactive Media, Smart systems and Emerging technologies ltd, Nicosia, Cyprus, School of Psychology, University of Cyprus, Nicosia, Cyprus; Riva, G., School of Psychology, Università Cattolica Del Sacro Cuore, Milan, Italy, Applied Technology for Neuro-Psychology Lab, Milan, Italy; Gaggioli, A., School of Psychology, Università Cattolica Del Sacro Cuore, Milan, Italy, Applied Technology for Neuro-Psychology Lab, Milan, Italy; Iosif, D., School of Psychology, University of Cyprus, Nicosia, Cyprus; Karekla, M., School of Psychology, University of Cyprus, Nicosia, Cyprus","Recent years have seen a growing research interest towards designing computer-assisted health interventions aiming to improve mental health services. Digital technologies are becoming common methods for diagnosis, therapy, and training. With the advent of lower-cost VR head-mounted-displays (HMDs) and high internet data transfer capacity, there is a new opportunity for applying immersive VR tools to augment existing interventions. This study is among the first to explore the use of a Multi-User Virtual Reality (MUVR) system as a therapeutic medium for participants at high-risk for developing Eating Disorders. This paper demonstrates the positive effect of using MUVR remote psychotherapy to enhance traditional therapeutic practices. The study capitalises on the opportunities which are offered by a MUVR remote psychotherapeutic session to enhance the outcome of Acceptance and Commitment Therapy, Play Therapy and Exposure Therapy for sufferers with body shape and weight concerns. Moreover, the study presents the design opportunities and challenges of such technology, while strengths on the feasibility, and the positive user acceptability of introducing MUVR to facilitate remote psychotherapy. Finally, the appeal of using VR for remote psychotherapy and its observed positive impact on both therapists and participants is discussed. © 2020 The Author(s). Published with license by Taylor & Francis Group, LLC.","Acceptance and Commitment Therapy (ACT); high-risk for eating disorders; Multi-User virtual reality; Play Therapy; Exposure Therapy; remote psychotherapy","Data transfer; Helmet mounted displays; Computer assisted; Digital technologies; Head mounted displays; Health interventions; Mental health services; Research interests; Therapeutic practices; Transfer capacities; Virtual reality",Article,"Article in Press","",Scopus,2-s2.0-85092795269
"Ke Y., Liu P., An X., Song X., Ming D.","55760984800;57213603004;57214860474;55814078100;9745824400;","An online SSVEP-BCI system in an optical see-through augmented reality environment",2020,"Journal of Neural Engineering","17","1", 016066,"","",,5,"10.1088/1741-2552/ab4dc6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080070514&doi=10.1088%2f1741-2552%2fab4dc6&partnerID=40&md5=bd56e2fce8c2131522bac0a349d1c469","Academy of Medical Engineering and Translational Medicine, Tianjin International Joint Research Centre for Neural Engineering, Tianjin Key Laboratory of Brain Science and Neural Engineering, Tianjin University, Tianjin, 300072, China; Department of Biomedical Engineering, College of Precision Instrument and Optoelectronics Engineering, Tianjin University, Tianjin, 300072, China","Ke, Y., Academy of Medical Engineering and Translational Medicine, Tianjin International Joint Research Centre for Neural Engineering, Tianjin Key Laboratory of Brain Science and Neural Engineering, Tianjin University, Tianjin, 300072, China; Liu, P., Academy of Medical Engineering and Translational Medicine, Tianjin International Joint Research Centre for Neural Engineering, Tianjin Key Laboratory of Brain Science and Neural Engineering, Tianjin University, Tianjin, 300072, China; An, X., Academy of Medical Engineering and Translational Medicine, Tianjin International Joint Research Centre for Neural Engineering, Tianjin Key Laboratory of Brain Science and Neural Engineering, Tianjin University, Tianjin, 300072, China; Song, X., Academy of Medical Engineering and Translational Medicine, Tianjin International Joint Research Centre for Neural Engineering, Tianjin Key Laboratory of Brain Science and Neural Engineering, Tianjin University, Tianjin, 300072, China; Ming, D., Academy of Medical Engineering and Translational Medicine, Tianjin International Joint Research Centre for Neural Engineering, Tianjin Key Laboratory of Brain Science and Neural Engineering, Tianjin University, Tianjin, 300072, China, Department of Biomedical Engineering, College of Precision Instrument and Optoelectronics Engineering, Tianjin University, Tianjin, 300072, China","Objective. This study aimed to design and evaluate a high-speed online steady-state visually evoked potential (SSVEP)-based brain-computer interface (BCI) in an optical see-through (OST) augmented reality (AR) environment. Approach. An eight-class BCI was designed in an OST-AR headset which is wearable and allows users to see the user interface of the BCI and the device to be controlled in the same view field via the OST head-mounted display. The accuracies, information transfer rates (ITRs), and SSVEP signal characteristics of the AR-BCI were evaluated and compared with a computer screen-based BCI implemented with a laptop in offline and online cue-guided tasks. Then, the performance of the AR-BCI was evaluated in an online robotic arm control task. Main results. The offline results obtained during the cue-guided task performed with the AR-BCI showed maximum averaged ITRs of 65.50 ± 9.86 bits min-1 according to the extended canonical correlation analysis-based target identification method. The online cue-guided task achieved averaged ITRs of 65.03 ± 11.40 bits min-1. The online robotic arm control task achieved averaged ITRs of 45.57 ± 7.40 bits min-1. Compared with the screen-based BCI, some limitations of the AR environment impaired BCI performance and the quality of SSVEP signals. Significance. The results showed the potential for providing a high-performance brain-control interaction method by combining AR and BCI. This study could provide methodological guidelines for developing more wearable BCIs in OST-AR environments and will also encourage more interesting applications involving BCIs and AR techniques. © 2020 IOP Publishing Ltd.","augmented reality; brain-computer interface; electroencephalogram; optical see-through; steady-state visual evoked potential","Augmented reality; Electroencephalography; Helmet mounted displays; Interface states; Robotic arms; Robotics; User interfaces; Wearable computers; Canonical correlation analysis; Head mounted displays; Information transfer rate; Methodological guidelines; Optical see-through; Steady state visual evoked potentials; Steady state visually evoked potentials; Target identification; Brain computer interface; adult; augmented reality; Conference Paper; controlled study; correlation analysis; female; human; human experiment; male; normal human; online system; priority journal; robotics; signal transduction; task performance; visual evoked potential",Conference Paper,"Final","",Scopus,2-s2.0-85080070514
