Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Mogessie M., Wolf S.D., Barbosa M., Jones N., McLaren B.M.","57209507489;56839569300;57219194303;57219201077;25652179400;","Work-in-Progress-A Generalizable Virtual Reality Training and Intelligent Tutor for Additive Manufacturing",2020,"Proceedings of 6th International Conference of the Immersive Learning Research Network, iLRN 2020",,, 9155119,"355","358",,,"10.23919/iLRN47897.2020.9155119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091627468&doi=10.23919%2fiLRN47897.2020.9155119&partnerID=40&md5=34bb3ec1e1c3c639d26419a77d160553","Carnegie Mellon University, Human-Computer Interaction Institute, Pittsburgh, PA, United States; Carnegie Mellon University, Next Manufacturing Center, Pittsburgh, PA, United States","Mogessie, M., Carnegie Mellon University, Human-Computer Interaction Institute, Pittsburgh, PA, United States; Wolf, S.D., Carnegie Mellon University, Next Manufacturing Center, Pittsburgh, PA, United States; Barbosa, M., Carnegie Mellon University, Human-Computer Interaction Institute, Pittsburgh, PA, United States; Jones, N., Carnegie Mellon University, Next Manufacturing Center, Pittsburgh, PA, United States; McLaren, B.M., Carnegie Mellon University, Human-Computer Interaction Institute, Pittsburgh, PA, United States","There is currently significant demand for training in how to use metals additive manufacturing (AM) machines. Such training is important not only for the technicians who run and maintain the machines, but also for engineers and strategic decision makers who need to support AM part fabrication. Furthermore, there are a variety of AM machines, each with different details to be learned and potential hazards to overcome, and it is difficult to train more than a handful of users at one time. To address these challenges, a prototype training system has been developed, the AM Training Tutor, which uses interactive virtual reality (VR) to train users on a specific AM machine-the EOS M290. To make the training technology more widely available and expand its use across a variety of different AM machines, efforts are underway to develop a modularized and generic version of the AM Training Tutor that can be customized with relatively little effort to train users to operate other AM machines. This work-in-progress paper details the progress to-date, challenges and proposed solutions with the aim to demonstrate how standalone VR-based training systems can be redesigned for relatively easy repurposing and generalization. © 2020 Immersive Learning Research Network.","3D printing; additive manufacturing; advanced manufacturing; cognitive tutor; generalized VR; VR-based training; workforce training","3D printers; Additives; Decision making; E-learning; Virtual addresses; Virtual reality; Intelligent tutors; Interactive virtual reality; Potential hazards; Repurposing; Strategic decisions; Training Systems; Virtual reality training; Work in progress; Personnel training",Conference Paper,"Final","",Scopus,2-s2.0-85091627468
"Montoya Y.Y., Pillajo C.G., Ortiz J.S.","57218385133;55832576100;56425030300;","Training Assistant for LACT Process Through Augmented Reality",2020,"Iberian Conference on Information Systems and Technologies, CISTI","2020-June",, 9141081,"","",,,"10.23919/CISTI49556.2020.9141081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089026636&doi=10.23919%2fCISTI49556.2020.9141081&partnerID=40&md5=b0b81b5d80320a73617779f8c2f674ed","Universidad Politécnica Salesiana, Quito, Ecuador; Universidad de Las Fuerzas Armadas Espe, Sangolquí, Ecuador","Montoya, Y.Y., Universidad Politécnica Salesiana, Quito, Ecuador; Pillajo, C.G., Universidad Politécnica Salesiana, Quito, Ecuador; Ortiz, J.S., Universidad de Las Fuerzas Armadas Espe, Sangolquí, Ecuador","This article proposes the development of a 3D augmented reality app for mobile devices focused on staff training (training of operators) in the oil industry on the operation of Lease Automatic Custody Transfer Units (LACT Units). First, existing information about LACT Units was collected to define the basic and specific parameters for the virtual creation of a 3D model of the LACT Units (CAD files) which allows the visualization of the equipment and instruments commonly used in the LACT Units, also through the Unity 3D graphic engine a specific sequence of operation is defined attached to a real system. The application focuses on the recognition of PID through a smartphone allowing users to make changes in the variables involved in the process, e.g., pressure, temperature and flow, such that, if the user makes any changes to the variables, the system responds according to these changes based on mathematical models of the plant, achieving a more realistic experience between the user and the process. © 2020 AISTI.","Augmented Reality; LACT Unit; P ID; Unity 3D","3D modeling; Augmented reality; Computer aided design; Information systems; Information use; Petroleum industry; Three dimensional computer graphics; User experience; 3D graphics; CAD files; Custody transfer; Oil industries; Real systems; Specific sequences; Staff training; Personnel training",Conference Paper,"Final","",Scopus,2-s2.0-85089026636
"Yang K., Jiang F., Zhang S., Zhao H., Shi Z., Liu J., Cao X.","57196390535;57206660117;57203847838;57216802261;57216802565;57208211682;8963608700;","Extradural Contralateral C7 Nerve Root Transfer in a Cervical Posterior Approach for Treating Spastic Limb Paralysis: A Cadaver Feasibility Study",2020,"Spine","45","11",,"E608","E615",,,"10.1097/BRS.0000000000003349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084721728&doi=10.1097%2fBRS.0000000000003349&partnerID=40&md5=77091d639922769c763f815d714e44e4","Department of Orthopaedics, Second Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Department of Orthopaedics, First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Department of Orthopaedics, Jen Ching Memorial Hospital, Kun Shan, Jiangsu, China","Yang, K., Department of Orthopaedics, Second Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Jiang, F., Department of Orthopaedics, First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Zhang, S., Department of Orthopaedics, First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Zhao, H., Department of Orthopaedics, Jen Ching Memorial Hospital, Kun Shan, Jiangsu, China; Shi, Z., Department of Orthopaedics, Second Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Liu, J., Department of Orthopaedics, Second Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Cao, X., Department of Orthopaedics, First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China","Study Design.Anatomic study in nine fresh-frozen cadavers.Objective.To confirm the anatomical feasibility of transferring the extradural ventral roots (VRs) and dorsal roots (DRs) of contralateral C7 nerves to those of the ipsilateral C7 nerves respectively through a cervical posterior approach.Summary of Background Data.The contralateral C7 nerve root transfer technique makes breakthrough for treating spastic limb paralysis. However, its limitations include large surgical trauma and limited indications.Methods.Nine fresh-frozen cadavers (four females and five males) were placed prone, and the feasibility of exposing the bilateral extradural C7 nerve roots, separation of the extradural C7 VR and DR, and transfer of the VR and DR of the contralateral C7 to those of the ipsilateral C7 on the dural mater were assessed. The pertinent distances and the myelography results of each specimen were analyzed. The acetylcholinesterase (AChE) and antineurofilament 200 (NF200) double immunofluorescent staining were preformed to determine the nerve fiber properties.Results.A cervical posterior midline approach was made and the laminectomy was performed to expose the bilateral extradural C7 nerve roots. After the extradural C7 VR and DR are separated, the VR and DR of the contralateral C7 have sufficient lengths to be transferred to those of the ipsilateral C7 on the dural mater. The myelography results showed that the spinal cord is not compressed after the nerve anastomosis. The AChE and NF200 double immunofluorescent staining showed the distal ends of the contralateral C7 VRs were mostly motor nerve fibers, and the distal ends of the contralateral C7 DRs were mostly sensory nerve fibers.Conclusion.Extradural contralateral C7 nerve root transfer in a cervical posterior approach for treating spastic limb paralysis is anatomically feasible.Level of Evidence: 5. © 2020 Wolters Kluwer Health, Inc. All rights reserved.","accurate anastomosis; anatomical feasibility; cervical posterior approach; contralateral C7 nerve root; dorsal root; extradural nerve roots; nerve transfer; spastic limb paralysis; surgical trauma; ventral root","acetylcholinesterase; neurofilament 200; neurofilament protein; unclassified drug; anastomosis; Article; cadaver; cervical spine; dorsal root; feasibility study; female; fluorescence; fluoroscopy; human; immunofluorescence; immunofluorescence test; immunohistochemistry; laminectomy; male; motor nerve; myelinated nerve; myelography; nerve anastomosis; nerve root; nerve transplantation; paralysis; priority journal; spasticity; surgical injury; ventral root; adult; aged; cervical vertebra; middle aged; paralysis; pathology; procedures; reconstructive surgery; spasticity; spinal cord injury; spinal root; Adult; Aged; Cadaver; Cervical Vertebrae; Feasibility Studies; Female; Humans; Laminectomy; Male; Middle Aged; Muscle Spasticity; Paralysis; Reconstructive Surgical Procedures; Spinal Cord Injuries; Spinal Nerve Roots",Article,"Final","",Scopus,2-s2.0-85084721728
"Zahedi E., Khosravian F., Wang W., Armand M., Dargahi J., Zadeh M.","57213036379;57211668159;57211670337;35236429300;6603763357;15520363400;","Towards Skill Transfer via Learning-Based Guidance in Human-Robot Interaction: An Application to Orthopaedic Surgical Drilling Skill",2020,"Journal of Intelligent and Robotic Systems: Theory and Applications","98","3-4",,"667","678",,1,"10.1007/s10846-019-01082-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074756992&doi=10.1007%2fs10846-019-01082-2&partnerID=40&md5=54eb9229bd5fd84057bb67122a06a943","Department of Mechanical, Industrial, Aerospace Engineering, Concordia University, Montreal, QC  H3G 1M8, Canada; Johns Hopkins University, Baltimore, MD  21218, United States","Zahedi, E., Department of Mechanical, Industrial, Aerospace Engineering, Concordia University, Montreal, QC  H3G 1M8, Canada; Khosravian, F., Johns Hopkins University, Baltimore, MD  21218, United States; Wang, W., Johns Hopkins University, Baltimore, MD  21218, United States; Armand, M., Johns Hopkins University, Baltimore, MD  21218, United States; Dargahi, J., Department of Mechanical, Industrial, Aerospace Engineering, Concordia University, Montreal, QC  H3G 1M8, Canada; Zadeh, M., Johns Hopkins University, Baltimore, MD  21218, United States","This paper presents a machine learning-based guidance (LbG) approach for kinesthetic human-robot interaction (HRI) that can be used in virtual training simulations. Demonstrated positional and force skills are learned to both discriminate the skill levels of users and produce LbG forces. Force information is obtained from virtual forces, which developed based on real computed tomography (CT) data, rather than force sensors. A femur bone drilling simulation is developed to provide a practice environment for orthopaedic residents. The residents are provided with haptic feedback that enable them to feel the variable stiffness of bone layers. The X-ray views of the bone are also presented to them for better tracking of a pre-defined path inside the bone. The simulation is capable of planning a drill path, generating X-rays based on user defined orientation, and recording motion data for user assessment and skill modeling. The knowledge of expert surgeons is also incorporated into the simulation to provide LbG forces for improving the unpredictable motions of the residents. To discriminate the skill level of users, machine learning tools are used to develop surgical expert and resident models. In addition, to improve residents performance, the expert HCRF is used to generate adaptive LbG forces regarding the similarities between residents motions and the expert model. Experimental results show that the learning-based approach is able to assess the skill of users and improve residents performance. © 2019, Springer Nature B.V.","Human-robot interaction; Machine learning-based guidance; Virtual surgical simulation","Air navigation; Bone; Computerized tomography; Infill drilling; Learning algorithms; Machine learning; Man machine systems; Robotic surgery; Surgery; Virtual reality; X rays; Haptic feedbacks; Human robot Interaction (HRI); Learning-based approach; Skill transfer; Surgical drilling; Surgical simulation; Variable stiffness; Virtual training; Human robot interaction",Article,"Final","",Scopus,2-s2.0-85074756992
"Johnson D., Damian D., Tzanetakis G.","57214167710;57192297254;6602262192;","Evaluating the effectiveness of mixed reality music instrument learning with the theremin",2020,"Virtual Reality","24","2",,"303","317",,5,"10.1007/s10055-019-00388-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068827721&doi=10.1007%2fs10055-019-00388-8&partnerID=40&md5=7e681b8efa8420e7e54ec8a41f3173ea","University of Victoria, 3800 Finnerty Rd, Victoria, BC  V8P 5C2, Canada","Johnson, D., University of Victoria, 3800 Finnerty Rd, Victoria, BC  V8P 5C2, Canada; Damian, D., University of Victoria, 3800 Finnerty Rd, Victoria, BC  V8P 5C2, Canada; Tzanetakis, G., University of Victoria, 3800 Finnerty Rd, Victoria, BC  V8P 5C2, Canada","Learning music is a challenging process that requires years of practice to master, either with lessons from a professional teacher or through self-teaching. While practicing, students are expected to self-evaluate their performance which may be difficult without timely feedback from a professional. Research into computer-assisted music instrument tutoring (CAMIT) attempts to address this through the use of emerging technologies. In this paper, we study CAMIT for mixed reality (MR) by developing MR:emin, an immersive MR music learning environment for the theremin, an electronic music instrument that is controlled without physical contact. MR:emin integrates a physical theremin with the immersive learning environment. To better understand the effectiveness of such environments, we perform a user study with MR:emin comparing traditional music learning with two virtual learning environments, an immersive one and a non-immersive one. In a between-groups study, 30 participants were trained to play a sequence of notes on the theremin using one of the three training environments. Results of our statistical analysis show that performance error during training is significantly smaller in the immersive MR environment. This does not necessarily lead to improved performance after training; analysis of post-training improvement indicates that immersive training results in the smallest amount of improvement. Participants, however, indicate that the MR:emin environment is more engaging and increases confidence during practice. We discuss potential factors leading to the decrease in learning and provide some environment guidelines to aid in the design of engaging immersive music learning environments. © 2019, Springer-Verlag London Ltd., part of Springer Nature.","Immersive learning environments; Learning transfer; Mixed reality; Music pedagogy; Training","Computer aided instruction; Computer music; Mixed reality; Personnel training; Emerging technologies; Environment guidelines; Immersive learning; Learning environments; Learning Transfer; Music pedagogy; Performance error; Virtual learning environments; E-learning",Article,"Final","",Scopus,2-s2.0-85068827721
"Tcha-Tokey K., Schmidt C.T., Geslin E., Richir S.","57188737906;14036157300;36168103100;55917685500;","Improving humans enhancing the complex sociological being with the virtual",2020,"ACM International Conference Proceeding Series",,,,"","",,,"10.1145/3396339.3396401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086142743&doi=10.1145%2f3396339.3396401&partnerID=40&md5=21e5057c9f2f7522f43367755992b898","Polytech Nantes University, Arts et Metiers Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France; Le Mans University and Arts et Metiers, Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France; UCO Laval and Arts et Metiers, Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France; Arts et Metiers Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France","Tcha-Tokey, K., Polytech Nantes University, Arts et Metiers Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France; Schmidt, C.T., Le Mans University and Arts et Metiers, Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France; Geslin, E., UCO Laval and Arts et Metiers, Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France; Richir, S., Arts et Metiers Institute of Technology, LAMPA, HESAM Université, Change, F-53810, France","In this paper, we argue in favour of using an immersive Virtual Environment (VE) in order to improve human capabilities. We develop this idea in order to advance the potential of VEs in enhancing humans. Training with VEs has proven in some cases to be more efficient than training in real world situations in terms of the reduction of time consumption, risk reduction, easily presenting specific simulation realism, all of which improve learning capabilities. The VE would be an environment for extending human capabilities, the goal being to increase experiences. This last affirmation could renew the scope of action for AH research: acquiring new needed capabilities from the virtual world that would be usable in both worlds, real and virtual. © 2020 Association for Computing Machinery.","Augmented human; Complex system; Knowledge transfer; Novel therapeutic discovery; Virtual environment","Human capability; Immersive virtual environments; Learning capabilities; Real world situations; Risk reductions; Time consumption; Virtual worlds; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85086142743
"Mohamadipanah H., Perrone K.H., Peterson K., Nathwani J., Huang F., Garren A., Garren M., Witt A., Pugh C.","56674684400;55940642100;57201881114;57189064682;7401516638;57199163977;6506533959;57192085240;8833944500;","Sensors and Psychomotor Metrics: A Unique Opportunity to Close the Gap on Surgical Processes and Outcomes",2020,"ACS Biomaterials Science and Engineering","6","5",,"2630","2640",,1,"10.1021/acsbiomaterials.9b01019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085662931&doi=10.1021%2facsbiomaterials.9b01019&partnerID=40&md5=313e75ed8c2cca1e9537064a04c56fa7","Department of Surgery, Stanford University School of Medicine, 300 Pasteur Drive, Stanford, CA  94305, United States; Department of Surgery, School of Medicine and Public Health, University of Wisconsin-Madison, 600 Highland Avenue, Madison, WI  53726, United States; Department of Physical Medicine and Rehabilitation, Feinberg School of Medicine, Northwestern University, 710 North Lake Shore Drive, #1022, Chicago, IL  60611, United States","Mohamadipanah, H., Department of Surgery, Stanford University School of Medicine, 300 Pasteur Drive, Stanford, CA  94305, United States; Perrone, K.H., Department of Surgery, Stanford University School of Medicine, 300 Pasteur Drive, Stanford, CA  94305, United States; Peterson, K., Department of Surgery, School of Medicine and Public Health, University of Wisconsin-Madison, 600 Highland Avenue, Madison, WI  53726, United States; Nathwani, J., Department of Surgery, School of Medicine and Public Health, University of Wisconsin-Madison, 600 Highland Avenue, Madison, WI  53726, United States; Huang, F., Department of Physical Medicine and Rehabilitation, Feinberg School of Medicine, Northwestern University, 710 North Lake Shore Drive, #1022, Chicago, IL  60611, United States; Garren, A., Department of Surgery, School of Medicine and Public Health, University of Wisconsin-Madison, 600 Highland Avenue, Madison, WI  53726, United States; Garren, M., Department of Surgery, School of Medicine and Public Health, University of Wisconsin-Madison, 600 Highland Avenue, Madison, WI  53726, United States; Witt, A., Department of Surgery, Stanford University School of Medicine, 300 Pasteur Drive, Stanford, CA  94305, United States; Pugh, C., Department of Surgery, Stanford University School of Medicine, 300 Pasteur Drive, Stanford, CA  94305, United States","The surgical process remains elusive to many. This paper presents two independent empirical investigations where psychomotor skill metrics were used to quantify elements of the surgical process in a procedural context during surgical tasks in a simulated environment. The overarching goal of both investigations was to address the following hypothesis: Basic motion metrics can be used to quantify specific aspects of the surgical process including instrument autonomy, psychomotor efficiency, procedural readiness, and clinical errors. Electromagnetic motion tracking sensors were secured to surgical trainees' (N = 64) hands for both studies, and several motion metrics were investigated as a measure of surgical skill. The first study assessed performance during a bowel repair and laparoscopic ventral hernia (LVH) repair in comparison to a suturing board task. The second study assessed performance in a VR task in comparison to placement of a subclavian central line. The findings of the first study support our subhypothesis that motion metrics have a generalizable application to surgical skill by showing significant correlations in instrument autonomy and psychomotor efficiency during the suturing task and bowel repair (idle time: r = 0.46, p < 0.05; average velocity: r = 0.57, p < 0.05) and the suturing task and LVH repair (jerk magnitude: r = 0.36, p < 0.05; bimanual dexterity: r = 0.35, p < 0.05). In the second study, performance in VR (steering and jerkiness) correlated to clinical errors (r = 0.58, p < 0.05) and insertion time (r = 0.55, p < 0.05) in placement of a subclavian central line. Both gross (dexterity) and fine motor skills (steering) were found to be important as well as efficiency (i.e., idle time, duration, velocity) when seeking to understand the quality of surgical performance. Both studies support our hypotheses that basic motion metrics can be used to quantify specific aspects of the surgical process and that the use of different technologies and metrics are important for comprehensive investigations of surgical skill. Copyright © 2020 American Chemical Society.","laparoscopic surgery; motion metrics; objective assessment; psychomotor skills; sensors; virtual reality","Efficiency; Instrument errors; Motion tracking; Surgery; Average velocity; Electromagnetic motion tracking; Empirical investigation; Fine motors; Idle time; Simulated environment; Surgical tasks; Ventral hernia; Time and motion study; abdominal wall hernia; Article; bimanual dexterity; controlled study; electromagnetism; female; hernioplasty; human; intestine surgery; laparoscopic surgery; male; motion; motor coordination; motor performance; predictive value; priority journal; psychomotor performance; quantitative analysis; resident; simulation training; subclavian vein; surgical error; surgical technique; surgical training; task performance; virtual reality",Article,"Final","",Scopus,2-s2.0-85085662931
"Streuber S., Saalfeld P., Podulski K., Hüttl F., Huber T., Buggenhagen H., Boedecker C., Preim B., Hansen C.","57220273134;56537022300;57219598585;57214720246;18535462800;6505541978;57216913553;57195333478;55890379200;","Training of patient handover in virtual reality",2020,"Current Directions in Biomedical Engineering","6","1", 20200040,"","",,,"10.1515/cdbme-2020-0040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094109314&doi=10.1515%2fcdbme-2020-0040&partnerID=40&md5=731ca08cb53a069a29a16c9e92962315","Faculty of Computer Science and Research Campus STIMULATE, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Mainz, Germany; Rudolph-Frey-Lernklinik, University Medicine of the Johannes Gutenberg-University Mainz, Mainz, Germany","Streuber, S., Faculty of Computer Science and Research Campus STIMULATE, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Saalfeld, P., Faculty of Computer Science and Research Campus STIMULATE, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Podulski, K., Faculty of Computer Science and Research Campus STIMULATE, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Hüttl, F., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Mainz, Germany; Huber, T., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Mainz, Germany; Buggenhagen, H., Rudolph-Frey-Lernklinik, University Medicine of the Johannes Gutenberg-University Mainz, Mainz, Germany; Boedecker, C., Department of General, Visceral and Transplant Surgery, University Medicine of the Johannes Gutenberg-University Mainz, Mainz, Germany; Preim, B., Faculty of Computer Science and Research Campus STIMULATE, Otto-von-Guericke University Magdeburg, Magdeburg, Germany; Hansen, C., Faculty of Computer Science and Research Campus STIMULATE, Otto-von-Guericke University Magdeburg, Magdeburg, Germany","Patient handover is an important part for information transfer between medical professionals in a clinical setting. Yet, in current medical education, these conversations are only trained sparsely, since they are costly to perform as they take place in offsite courses and are led by experts over several days. Virtual reality (VR)-based training courses could increase the availability of training, by eliminating travel costs and reducing the time-commitment of the teaching experts. This work presents a VR prototype of a multi-user training and examination application for patient handover. To ensure a similar interaction quality to its current real world counterpart, this work used omni-directional video recordings to create a realistic setting and compared different projection methods. A pilot study highlighted distinct use-cases of sphere and mesh projections to visualize the recordings. The results suggest enhanced spatial presence relating to the usage of omni-directional videos in VR-applications. © 2020 Sebastian Streuber et al., published by De Gruyter, Berlin/Boston 2020.","human-computer-interaction; medical training; patient handover; virtual reality",,Article,"Final","",Scopus,2-s2.0-85094109314
"Nataraj R., Hollinger D., Liu M., Shah A.","36671846700;57216889466;57216706155;57216709318;","Disproportionate positive feedback facilitates sense of agency and performance for a reaching movement task with a virtual hand",2020,"PLoS ONE","15","5", e0233175,"","",,2,"10.1371/journal.pone.0233175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085155142&doi=10.1371%2fjournal.pone.0233175&partnerID=40&md5=d0f10aa1f53c2d8bf07393fd564768a2","Movement Control Rehabilitation (MOCORE) Laboratory, Stevens Institute of Technology, Hoboken, NJ, United States; Department of Biomedical Engineering, Stevens Institute of Technology, Hoboken, NJ, United States","Nataraj, R., Movement Control Rehabilitation (MOCORE) Laboratory, Stevens Institute of Technology, Hoboken, NJ, United States, Department of Biomedical Engineering, Stevens Institute of Technology, Hoboken, NJ, United States; Hollinger, D., Movement Control Rehabilitation (MOCORE) Laboratory, Stevens Institute of Technology, Hoboken, NJ, United States, Department of Biomedical Engineering, Stevens Institute of Technology, Hoboken, NJ, United States; Liu, M., Movement Control Rehabilitation (MOCORE) Laboratory, Stevens Institute of Technology, Hoboken, NJ, United States, Department of Biomedical Engineering, Stevens Institute of Technology, Hoboken, NJ, United States; Shah, A., Movement Control Rehabilitation (MOCORE) Laboratory, Stevens Institute of Technology, Hoboken, NJ, United States, Department of Biomedical Engineering, Stevens Institute of Technology, Hoboken, NJ, United States","This study investigated the generalized effects of positive feedback (PF) versus negative feedback (NF) during training on performance and sense of agency for a reach-to-touch task with a virtual hand. Virtual reality (VR) is increasingly employed for rehabilitation after neuromuscular traumas such as stroke and spinal cord injury. However, VR methods still need to be optimized for greater effectiveness and engagement to increase rates of clinical retention. In this study, we observed that training with disproportionate PF subsequently produced greater reaching performance (minimizing path length) and greater agency (perception of control) than with disproportionate NF. During PF training, there was also progressive increase in agency, but conversely a decrease in performance. Thus, the increase in performance after training may not be due to positively bolstered learning, but rather priming higher confidence reflected in greater agency. Agency was positively measured as compression in perceived time-intervals between the action of touch to a sound consequence, as standard with intentional binding paradigms. Positive feedback desirably increased agency (∼180 msec) and reduced path length (1.8 cm) compared to negative feedback, which itself showed insignificant, or neutral, effects. Future investigations into optimizing virtual reality paradigms for neuromotor rehabilitation should consider agency as a driving factor for performance. These studies may serve to optimize how feedback is better presented with performance results for complex motor learning. Investigators should also ponder how personal characteristics, both cognitive and physical, may further affect sensitivity to feedback and the rate of neuromotor rehabilitation. © 2020 Nataraj et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"adult; Article; cohort analysis; controlled study; female; hand movement; human; human experiment; male; motor learning; motor performance; negative feedback; pilot study; positive feedback; task performance; virtual reality; young adult; clinical trial; hand; movement (physiology); pathophysiology; prospective study; touch; Adult; Female; Hand; Humans; Male; Movement; Prospective Studies; Touch; Virtual Reality",Article,"Final","",Scopus,2-s2.0-85085155142
"Huang K., Shi Y., Zhao F., Zhang Z., Tu S.","57215859408;57218086060;57215859691;57215863076;36642846800;","Multiple instance deep learning for weakly-supervised visual object tracking",2020,"Signal Processing: Image Communication","84",, 115807,"","",,3,"10.1016/j.image.2020.115807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082121044&doi=10.1016%2fj.image.2020.115807&partnerID=40&md5=0a806e348c327e0097cc931c5dff4a1b","BengBu University, Bengbu City, Anhui Province233000, China; Faculty of Information Technology, Beijing University of Technology, Beijing, 100124, China","Huang, K., BengBu University, Bengbu City, Anhui Province233000, China; Shi, Y., BengBu University, Bengbu City, Anhui Province233000, China; Zhao, F., BengBu University, Bengbu City, Anhui Province233000, China; Zhang, Z., BengBu University, Bengbu City, Anhui Province233000, China; Tu, S., Faculty of Information Technology, Beijing University of Technology, Beijing, 100124, China","Intelligently tracking objects with varied shapes, color, lighting conditions, and backgrounds is an extremely useful application in many HCI applications, such as human body motion capture, hand gesture recognition, and virtual reality (VR) games. However, accurately tracking different objects under uncontrolled environments is a tough challenge due to the possibly dynamic object parts, varied lighting conditions, and sophisticated backgrounds. In this work, we propose a novel semantically-aware object tracking framework, wherein the key is weakly-supervised learning paradigm that optimally transfers the video-level semantic tags into various regions. More specifically, give a set of training video clips, each of which is associated with multiple video-level semantic tags, we first propose a weakly-supervised learning algorithm to transfer the semantic tags into various video regions. The key is a MIL (Zhong et al., 2020) [1]-based manifold embedding algorithm that maps the entire video regions into a semantic space, wherein the video-level semantic tags are well encoded. Afterward, for each video region, we use the semantic feature combined with the appearance feature as its representation. We designed a multi-view learning algorithm to optimally fuse the above two types of features. Based on the fused feature, we learn a probabilistic Gaussian mixture model to predict the target probability of each candidate window, where the window with the maximal probability is output as the tracking result. Comprehensive comparative results on a challenging pedestrian tracking task as well as the human hand gesture recognition have demonstrated the effectiveness of our method. Moreover, visualized tracking results have shown that non-rigid objects with moderate occlusions can be well localized by our method. © 2020","Gaussian mixture model; Multi-view feature learning; Multiple instance learning (MIL); Object tracking; Weakly-supervised","Deep learning; Gaussian distribution; Learning algorithms; Learning systems; Lighting; Motion capture; Motion tracking; Object recognition; Palmprint recognition; Semantics; Supervised learning; Transfer learning; Virtual reality; Embedding algorithms; Feature learning; Gaussian Mixture Model; Hand-gesture recognition; Multiple-instance learning; Visual object tracking; Weakly supervised learning; Weakly-supervised; Object tracking",Article,"Final","",Scopus,2-s2.0-85082121044
